Location ID,Location,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
VT-015,Lamoille County,47.4,95,3.82,43.58
VT-017,Orange County,39.67,72,0.35,39.32
VT-019,Orleans County,52.39,116,8.86,43.53
VT-021,Rutland County,48.95,111,7.9,41.05
VT-023,Washington County,41.49,74,1.04,40.45
VT-025,Windham County,52.39,103,6.28,46.11
VT-027,Windsor County,47.53,104,5.69,41.84
VA-001,Accomack County,38.35,36,-3.38,41.73
VA-003,Albemarle County,44.64,83,2.14,42.5
VA-005,Alleghany County,43.69,99,3.65,40.04
VA-007,Amelia County,39.3,37,-3.76,43.06
VA-009,Amherst County,48.53,95,3.85,44.68
VA-011,Appomattox County,42.84,71,0.74,42.1
VA-013,Arlington County,42.78,76,1.12,41.66
VA-015,Augusta County,40.06,58,-0.09,40.15
VA-017,Bath County,44.21,86,2.56,41.65
VA-019,Bedford County,47.95,100,4.53,43.42
VA-021,Bland County,48.13,112,7.03,41.1
VA-023,Botetourt County,47.18,105,5.75,41.43
VA-025,Brunswick County,38.77,23,-5.51,44.28
VA-027,Buchanan County,48.76,93,4.06,44.7
VA-029,Buckingham County,41.74,60,-0.77,42.51
VA-031,Campbell County,42.8,74,0.72,42.08
VA-033,Caroline County,39.64,40,-3.02,42.66
VA-035,Carroll County,55.72,116,9.86,45.86
VA-036,Charles City County,40.7,39,-2.88,43.58
VA-037,Charlotte County,43.03,64,0.55,42.48
VA-041,Chesterfield County,39.13,37,-4.02,43.15
VA-043,Clarke County,41.61,93,3.63,37.98
VA-045,Craig County,45.67,100,4.56,41.11
VA-047,Culpeper County,39.74,57,-0.93,40.67
VA-049,Cumberland County,42.08,59,-0.67,42.75
VA-051,Dickenson County,47.53,90,3.54,43.99
VA-053,Dinwiddie County,38.73,30,-4.91,43.64
VA-057,Essex County,38.06,28,-4.95,43.01
VA-059,Fairfax County,40.73,62,-0.29,41.02
VA-061,Fauquier County,40,62,-0.13,40.13
VA-063,Floyd County,51.93,109,6.82,45.11
VA-065,Fluvanna County,46.55,93,4.21,42.34
VA-067,Franklin County,50.28,111,6.87,43.41
VA-069,Frederick County,40.91,95,4.03,36.88
VA-071,Giles County,43.03,83,2.21,40.82
VA-073,Gloucester County,42.04,47,-2.04,44.08
VA-075,Goochland County,44.79,79,2.08,42.71
VA-077,Grayson County,49.79,93,4.22,45.57
VA-079,Greene County,44.07,75,1.28,42.79
VA-081,Greensville County,38.08,15,-6.63,44.71
VA-083,Halifax County,46.19,90,3.19,43
VA-085,Hanover County,41.77,50,-1.25,43.02
VA-087,Henrico County,40.13,43,-2.97,43.1
VA-089,Henry County,54.41,117,9.29,45.12
VA-091,Highland County,43.23,56,-0.53,43.76
VA-093,Isle of Wight County,44.24,48,-1.84,46.08
VA-095,James City County,43.04,52,-1.31,44.35
VA-097,King and Queen County,39.2,28,-4.45,43.65
VA-099,King George County,37.96,33,-3.85,41.81
VA-101,King William County,39.39,34,-4.05,43.44
VA-103,Lancaster County,39.49,30,-4.03,43.52
VA-105,Lee County,50.99,66,0.68,50.31
VA-107,Loudoun County,38.43,48,-1.63,40.06
VA-109,Louisa County,45.54,85,2.74,42.8
VA-111,Lunenburg County,40.65,38,-2.53,43.18
VA-113,Madison County,42.29,74,0.43,41.86
VA-115,Mathews County,41.5,44,-2.13,43.63
VA-117,Mecklenburg County,42.64,51,-1.09,43.73
VA-119,Middlesex County,39.98,34,-3.75,43.73
VA-121,Montgomery County,43.14,88,2.83,40.31
VA-125,Nelson County,45.84,80,1.55,44.29
VA-127,New Kent County,40.03,35,-3.76,43.79
VA-131,Northampton County,39.21,37,-3.03,42.24
VA-133,Northumberland County,39.91,44,-3.01,42.92
VA-135,Nottoway County,39.53,36,-3.68,43.21
VA-137,Orange County,41.88,71,-0.07,41.95
VA-139,Page County,41.18,81,1.7,39.48
VA-141,Patrick County,61.12,120,11.48,49.64
VA-143,Pittsylvania County,45.15,86,2.04,43.11
VA-145,Powhatan County,41.8,55,-0.99,42.79
VA-147,Prince Edward County,41.4,53,-1.24,42.64
VA-149,Prince George County,40.73,39,-2.83,43.56
VA-153,Prince William County,37.93,45,-2.6,40.53
VA-155,Pulaski County,46.1,112,6.37,39.73
VA-157,Rappahannock County,41.72,89,2.37,39.35
VA-159,Richmond County,38.03,29,-4.97,43
VA-161,Roanoke County,48.58,110,6.8,41.78
VA-163,Rockbridge County,46.1,96,4.69,41.41
VA-165,Rockingham County,40.6,75,1.54,39.06
VA-167,Russell County,50.1,108,5.53,44.57
VA-169,Scott County,48.24,72,1.18,47.06
VA-171,Shenandoah County,39.08,90,2.87,36.21
VA-173,Smyth County,51.05,109,6.15,44.9
VA-175,Southampton County,42.64,35,-3.49,46.13
VA-177,Spotsylvania County,41.78,57,-0.62,42.4
VA-179,Stafford County,36.49,29,-4.81,41.3
VA-181,Surry County,44.03,55,-0.5,44.53
VA-183,Sussex County,41.12,35,-3.47,44.59
VA-185,Tazewell County,52.25,111,6.95,45.3
VA-187,Warren County,42.46,97,5.53,36.93
VA-191,Washington County,49.76,103,5.05,44.71
VA-193,Westmoreland County,39.55,41,-2.8,42.35
VA-195,Wise County,50.27,82,2.76,47.51
VA-197,Wythe County,45.98,103,5.76,40.22
VA-199,York County,42.96,50,-1.46,44.42
VA-510,Alexandria City,42.54,76,1.12,41.42
VA-520,Bristol City,46.64,75,2.13,44.51
VA-530,Buena Vista City,46.1,96,4.52,41.58
VA-540,Charlottesville City,45.21,87,2.28,42.93
VA-550,Chesapeake City,42.44,34,-4.13,46.57
VA-570,Colonial Heights City,38.68,33,-4.33,43.01
VA-580,Covington City,41.81,96,3.26,38.55
VA-590,Danville City,45.3,82,2.26,43.04
VA-595,Emporia City,37.26,15,-7.38,44.64
VA-600,Fairfax City,41.76,68,0.47,41.29
VA-610,Falls Church City,42.67,75,0.84,41.83
VA-620,Franklin City,44.37,48,-2.66,47.03
VA-630,Fredericksburg City,37.91,35,-3.79,41.7
VA-640,Galax City,50.46,104,6.09,44.37
VA-650,Hampton City,41.13,37,-3.22,44.35
VA-660,Harrisonburg City,38.73,69,0.98,37.75
VA-670,Hopewell City,39.12,35,-4.07,43.19
VA-680,Lynchburg City,45.18,88,2.76,42.42
VA-683,Manassas City,38.09,52,-1.98,40.07
VA-685,Manassas Park City,38.74,54,-1.58,40.32
VA-690,Martinsville City,55.81,120,10.94,44.87
VA-700,Newport News City,42.48,42,-2.44,44.92
VA-710,Norfolk City,39.67,28,-5.28,44.95
VA-720,Norton City,49.81,84,2.88,46.93
VA-730,Petersburg City,39.13,33,-4.18,43.31
VA-735,Poquoson City,41.17,39,-2.7,43.87
VA-740,Portsmouth City,40.94,30,-4.75,45.69
VA-750,Radford City,41.99,86,2.72,39.27
VA-760,Richmond City,39.99,44,-3.02,43.01
VA-770,Roanoke City,48.66,111,7.49,41.17
VA-775,Salem City,47.9,111,6.97,40.93
VA-790,Staunton City,35.93,47,-1.48,37.41
VA-800,Suffolk City,43.87,40,-3.39,47.26
VA-810,Virginia Beach City,41.21,35,-4.02,45.23
VA-820,Waynesboro City,39.83,71,0.55,39.28
VA-830,Williamsburg City,44.44,63,-0.14,44.58
VA-840,Winchester City,42.68,105,5.36,37.32
WA-001,Adams County,11.98,97,1.16,10.82
WA-003,Asotin County,20.98,115,3.72,17.26
WA-005,Benton County,9.96,107,1.83,8.13
WA-007,Chelan County,33.9,38,-3.33,37.23
WA-009,Clallam County,76.22,23,-12.02,88.24
WA-011,Clark County,65.02,57,-0.84,65.86
WA-013,Columbia County,30.7,99,3.92,26.78
WA-015,Cowlitz County,74.36,51,-2.3,76.66
WA-017,Douglas County,12.67,91,1.24,11.43
WA-019,Ferry County,20.28,86,1.3,18.98
WA-021,Franklin County,10.58,103,1.48,9.1
WA-023,Garfield County,24.21,113,4.69,19.52
WA-025,Grant County,8.15,64,-0.13,8.28
WA-027,Grays Harbor County,86.56,31,-8.91,95.47
WA-029,Island County,23.86,33,-2.21,26.07
WA-031,Jefferson County,99.57,34,-8.19,107.76
WA-033,King County,66.24,34,-6.72,72.96
WA-035,Kitsap County,42.16,54,-0.04,42.2
WA-037,Kittitas County,30.08,43,-3.11,33.19
WA-039,Klickitat County,21.55,56,-0.97,22.52
WA-041,Lewis County,69.69,56,-2.48,72.17
WA-043,Lincoln County,13.34,78,0.35,12.99
WA-045,Mason County,83.47,42,-4.88,88.35
WA-047,Okanogan County,23.2,75,0.5,22.7
WA-049,Pacific County,78.52,28,-11.46,89.98
WA-051,Pend Oreille County,31.13,41,-2.86,33.99
WA-053,Pierce County,58.89,41,-4.79,63.68
WA-055,San Juan County,24.49,19,-3.94,28.43
WA-057,Skagit County,68.84,34,-7.66,76.5
WA-059,Skamania County,88.24,57,-2.61,90.85
WA-061,Snohomish County,74.39,36,-6.81,81.2
WA-063,Spokane County,21.04,81,0.98,20.06
WA-065,Stevens County,22.37,63,-0.3,22.67
WA-067,Thurston County,46.74,39,-3.94,50.68
WA-069,Wahkiakum County,67.79,19,-15.42,83.21
WA-071,Walla Walla County,17.25,101,2.55,14.7
WA-073,Whatcom County,60.98,31,-7.39,68.37
WA-075,Whitman County,20.72,110,3.39,17.33
WA-077,Yakima County,25.3,61,-0.84,26.14
WV-001,Barbour County,51.43,91,3.85,47.58
WV-003,Berkeley County,38.27,75,0.57,37.7
WV-005,Boone County,47.64,74,1.7,45.94
WV-007,Braxton County,49.31,81,2.64,46.67
WV-009,Brooke County,47.39,122,7.95,39.44
WV-011,Cabell County,43.94,71,1.41,42.53
WV-013,Calhoun County,48.72,92,3.78,44.94
WV-015,Clay County,52.92,112,6.69,46.23
WV-017,Doddridge County,51.01,104,5.67,45.34
WV-019,Fayette County,53.69,114,6.96,46.73
WV-021,Gilmer County,47.43,71,1.58,45.85
WV-023,Grant County,37.53,51,-0.67,38.2
WV-025,Greenbrier County,50.73,108,6.28,44.45
WV-027,Hampshire County,36.12,59,-0.31,36.43
WV-029,Hancock County,49.03,122,10.84,38.19
WV-031,Hardy County,38.05,69,0.55,37.5
WV-033,Harrison County,49.73,102,5.3,44.43
WV-035,Jackson County,47.72,101,5.17,42.55
WV-037,Jefferson County,39.77,78,1.16,38.61
WV-039,Kanawha County,50.28,105,5.38,44.9
WV-041,Lewis County,49.06,75,1.96,47.1
WV-043,Lincoln County,45.07,66,1.01,44.06
WV-045,Logan County,46.64,61,0.38,46.26
WV-047,McDowell County,48.77,97,4.22,44.55
WV-049,Marion County,47.76,98,4.02,43.74
WV-051,Marshall County,52.86,120,10.09,42.77
WV-053,Mason County,45.35,95,3.9,41.45
WV-055,Mercer County,45.11,95,3.83,41.28
WV-057,Mineral County,33.8,33,-2.27,36.07
WV-059,Mingo County,47.47,72,2.05,45.42
WV-061,Monongalia County,47.8,94,4.24,43.56
WV-063,Monroe County,43.94,92,3.38,40.56
WV-065,Morgan County,36.1,52,-1.02,37.12
WV-067,Nicholas County,58.75,115,9.66,49.09
WV-069,Ohio County,47.81,117,7.12,40.69
WV-071,Pendleton County,42.09,91,2.84,39.25
WV-073,Pleasants County,47.01,96,4.06,42.95
WV-075,Pocahontas County,50.48,78,1.5,48.98
WV-077,Preston County,49.68,63,0.52,49.16
WV-079,Putnam County,45.18,76,2.08,43.1
WV-081,Raleigh County,48.24,85,2.89,45.35
WV-083,Randolph County,56.81,89,3.2,53.61
WV-085,Ritchie County,48.03,88,3.66,44.37
WV-087,Roane County,50.36,105,6.36,44
WV-089,Summers County,43.47,89,3.06,40.41
WV-091,Taylor County,48.71,94,3.83,44.88
WV-093,Tucker County,51.31,66,0.79,50.52
WV-095,Tyler County,50.16,106,6.25,43.91
WV-097,Upshur County,52.03,68,0.72,51.31
WV-099,Wayne County,44.73,63,0.93,43.8
WV-101,Webster County,58.1,92,3.46,54.64
WV-103,Wetzel County,53.43,115,8.61,44.82
WV-105,Wirt County,48.59,101,5.24,43.35
WV-107,Wood County,46.16,97,4.73,41.43
WV-109,Wyoming County,48.21,75,1.54,46.67
WI-001,Adams County,34.01,78,2.52,31.49
WI-003,Ashland County,32.09,64,0.21,31.88
WI-005,Barron County,30.67,60,-0.51,31.18
WI-007,Bayfield County,29.67,60,-0.44,30.11
WI-009,Brown County,35.4,111,5.53,29.87
WI-011,Buffalo County,32.23,68,1.01,31.22
WI-013,Burnett County,30.65,76,0.91,29.74
WI-015,Calumet County,34.42,99,4.3,30.12
WI-017,Chippewa County,32.97,72,0.89,32.08
WI-019,Clark County,30.4,55,-1.47,31.87
WI-021,Columbia County,35.47,98,4.37,31.1
WI-023,Crawford County,35.52,84,2.75,32.77
WI-025,Dane County,36.77,97,4.42,32.35
WI-027,Dodge County,37.08,115,6.22,30.86
WI-029,Door County,34.35,107,4.62,29.73
WI-031,Douglas County,28.7,51,-0.96,29.66
WI-033,Dunn County,31.29,65,0.09,31.2
WI-035,Eau Claire County,32.28,68,0.36,31.92
WI-037,Florence County,31.57,86,2.08,29.49
WI-039,Fond du Lac County,33,84,2.64,30.36
WI-041,Forest County,33.42,90,2.9,30.52
WI-043,Grant County,35.53,83,2.62,32.91
WI-045,Green County,41.36,114,7.8,33.56
WI-047,Green Lake County,34.41,91,3.61,30.8
WI-049,Iowa County,34.87,77,2.2,32.67
WI-051,Iron County,36.85,100,3.82,33.03
WI-053,Jackson County,32.6,70,0.81,31.79
WI-055,Jefferson County,37.46,102,5.53,31.93
WI-057,Juneau County,36.3,101,4.63,31.67
WI-059,Kenosha County,32.89,63,0.71,32.18
WI-061,Kewaunee County,34.31,107,4.48,29.83
WI-063,La Crosse County,34.7,85,2.94,31.76
WI-065,Lafayette County,39.27,101,5.61,33.66
WI-067,Langlade County,31.47,62,-0.3,31.77
WI-069,Lincoln County,30.87,55,-0.51,31.38
WI-071,Manitowoc County,33.05,88,3.09,29.96
WI-073,Marathon County,32.92,74,1.36,31.56
WI-075,Marinette County,33.19,101,3.83,29.36
WI-077,Marquette County,33.54,81,2.74,30.8
WI-078,Menominee County,32.37,74,1.35,31.02
WI-079,Milwaukee County,35.34,98,4.43,30.91
WI-081,Monroe County,35.64,83,3.49,32.15
WI-083,Oconto County,34.51,104,4.62,29.89
WI-085,Oneida County,33.05,86,2.06,30.99
WI-087,Outagamie County,35.78,108,5.36,30.42
WI-089,Ozaukee County,32.96,85,2.69,30.27
WI-091,Pepin County,29.68,50,-1.13,30.81
WI-093,Pierce County,28.36,41,-2.29,30.65
WI-095,Polk County,30.34,63,0.02,30.32
WI-097,Portage County,34.26,85,2.74,31.52
WI-099,Price County,29.66,42,-2.68,32.34
WI-101,Racine County,33.14,66,1.35,31.79
WI-103,Richland County,33.98,69,1.7,32.28
WI-105,Rock County,37.46,97,4.48,32.98
WI-107,Rusk County,30.88,60,-0.74,31.62
WI-109,St. Croix County,29.37,51,-1.09,30.46
WI-111,Sauk County,34.58,80,2.63,31.95
WI-113,Sawyer County,30.52,58,-0.62,31.14
WI-115,Shawano County,33.19,79,2.21,30.98
WI-117,Sheboygan County,31.45,68,1.38,30.07
WI-119,Taylor County,33.95,79,1.72,32.23
WI-121,Trempealeau County,33.97,80,2.31,31.66
WI-123,Vernon County,35.24,80,2.44,32.8
WI-125,Vilas County,36.64,105,4.86,31.78
WI-127,Walworth County,35.95,83,2.65,33.3
WI-129,Washburn County,30.12,66,-0.15,30.27
WI-131,Washington County,36.5,110,5.55,30.95
WI-133,Waukesha County,38.67,117,6.9,31.77
WI-135,Waupaca County,35.24,103,4.3,30.94
WI-137,Waushara County,32.49,70,1.16,31.33
WI-139,Winnebago County,34.4,99,4.22,30.18
WI-141,Wood County,33.1,75,1.8,31.3
WY-001,Albany County,11.84,15,-3.27,15.11
WY-003,Big Horn County,14.21,82,0.74,13.47
WY-005,Campbell County,15.08,80,1.04,14.04
WY-007,Carbon County,15.79,63,-0.21,16
WY-009,Converse County,10.84,17,-3.56,14.4
WY-011,Crook County,16.24,54,-1.12,17.36
WY-013,Fremont County,15.8,92,1.15,14.65
WY-015,Goshen County,10.49,10,-4.28,14.77
WY-017,Hot Springs County,13.49,77,0.23,13.26
WY-019,Johnson County,14.74,58,-0.53,15.27
WY-021,Laramie County,10.87,10,-4.91,15.78
WY-023,Lincoln County,18.31,48,-1.48,19.79
WY-025,Natrona County,13.18,86,0.71,12.47
WY-027,Niobrara County,12.02,24,-3.16,15.18
WY-029,Park County,23.39,89,1.61,21.78
WY-031,Platte County,9.75,9,-4.47,14.22
WY-033,Sheridan County,19.62,72,0.27,19.35
WY-035,Sublette County,17.52,51,-1.35,18.87
WY-037,Sweetwater County,10.98,101,1.55,9.43
WY-039,Teton County,32.34,51,-2.16,34.5
WY-041,Uinta County,11.49,42,-1.2,12.69
WY-043,Washakie County,13.05,84,0.83,12.22
WY-045,Weston County,12.56,30,-2.15,14.71
AK-013,Aleutians East Borough,50.4,62,3.02,47.38
AK-016,Aleutians West Census Area,50.79,12,-13.3,64.09
AK-020,Anchorage Municipality,75.99,78,8.02,67.97
AK-050,Bethel Census Area,26.48,92,5.4,21.08
AK-060,Bristol Bay Borough,30.73,98,9.89,20.84
AK-063,Chugach Census Area,185.55,82,23.4,162.15
AK-066,Copper River Census Area,70.49,98,26.77,43.72
AK-068,Denali Borough,25.5,66,2.05,23.45
AK-070,Dillingham Census Area,43.66,96,10.37,33.29
AK-090,Fairbanks North Star Borough,14.47,31,-1.48,15.95
AK-100,Haines Borough,106.1,91,19.8,86.3
AK-105,Hoonah-Angoon Census Area,157.82,85,22.45,135.37
AK-110,Juneau City and Borough,201.9,85,35.36,166.54
AK-122,Kenai Peninsula Borough,60.86,46,-0.82,61.68
AK-130,Ketchikan Gateway Borough,164.12,62,9.82,154.3
AK-150,Kodiak Island Borough,69.98,77,7.26,62.72
AK-158,Kusilvak Census Area,24.92,93,5.99,18.93
AK-164,Lake and Peninsula Borough,45.15,96,9.89,35.26
AK-170,Matanuska-Susitna Borough,47.25,98,10.92,36.33
AK-180,Nome Census Area,19.54,86,3.43,16.11
AK-185,North Slope Borough,13.22,86,2.31,10.91
AK-188,Northwest Arctic Borough,17.91,84,2.92,14.99
AK-195,Petersburg Borough,179.11,49,-0.06,179.17
AK-198,Prince of Wales-Hyder Census Area,115.83,46,-1.24,117.07
AK-220,Sitka City and Borough,173.15,82,18.85,154.3
AK-230,Skagway Municipality,86.86,80,10.28,76.58
AK-240,Southeast Fairbanks Census Area,23.09,92,5.31,17.78
AK-275,Wrangell City and Borough,133.85,33,-6.96,140.81
AK-282,Yakutat City and Borough,233.42,86,31,202.42
AK-290,Yukon-Koyukuk Census Area,15.1,47,-0.26,15.36
