Location ID,Location,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
PA-049,Erie County,50.99,116,8.15,42.84
PA-051,Fayette County,49.89,104,5.28,44.61
PA-053,Forest County,48.49,100,4.77,43.72
PA-055,Franklin County,39.99,59,-0.43,40.42
PA-057,Fulton County,41.48,88,2.63,38.85
PA-059,Greene County,47.2,113,6.2,41
PA-061,Huntingdon County,44.23,106,4.93,39.3
PA-063,Indiana County,51.75,117,7.81,43.94
PA-065,Jefferson County,46.64,93,3.19,43.45
PA-067,Juniata County,46.06,102,4.49,41.57
PA-069,Lackawanna County,50.62,113,8.52,42.1
PA-071,Lancaster County,45.25,89,3.34,41.91
PA-073,Lawrence County,42.28,88,3.51,38.77
PA-075,Lebanon County,45.28,74,1.93,43.35
PA-077,Lehigh County,49.12,94,3.71,45.41
PA-079,Luzerne County,48.72,104,5.85,42.87
PA-081,Lycoming County,45.24,99,3.92,41.32
PA-083,McKean County,47.47,100,4.12,43.35
PA-085,Mercer County,42.9,77,2.14,40.76
PA-087,Mifflin County,45.94,105,5.08,40.86
PA-089,Monroe County,55.32,105,7.44,47.88
PA-091,Montgomery County,46.16,75,1.38,44.78
PA-093,Montour County,44.15,94,3.09,41.06
PA-095,Northampton County,48.56,81,2.87,45.69
PA-097,Northumberland County,44.42,97,3.11,41.31
PA-099,Perry County,44.78,81,2.19,42.59
PA-101,Philadelphia County,42.09,48,-2.03,44.12
PA-103,Pike County,48.91,93,4.69,44.22
PA-105,Potter County,41.47,77,1.39,40.08
PA-107,Schuylkill County,49.54,87,3.08,46.46
PA-109,Snyder County,45.38,91,3.01,42.37
PA-111,Somerset County,47.21,93,3.77,43.44
PA-113,Sullivan County,47.52,94,3.67,43.85
PA-115,Susquehanna County,48.19,116,7.52,40.67
PA-117,Tioga County,38.6,85,2.27,36.33
PA-119,Union County,44.37,92,3.07,41.3
PA-121,Venango County,47.34,103,5.28,42.06
PA-123,Warren County,49.58,107,6.02,43.56
PA-125,Washington County,45.89,115,6.68,39.21
PA-127,Wayne County,50.74,114,8.17,42.57
PA-129,Westmoreland County,49.76,119,7.48,42.28
PA-131,Wyoming County,47.14,110,6.65,40.49
PA-133,York County,42.22,67,0.85,41.37
RI-001,Bristol County,50.16,99,5.45,44.71
RI-003,Kent County,52.09,102,6.2,45.89
RI-005,Newport County,49.42,106,6.27,43.15
RI-007,Providence County,51.98,100,5.65,46.33
RI-009,Washington County,48.07,94,4.28,43.79
SC-001,Abbeville County,48.09,68,-0.03,48.12
SC-003,Aiken County,46.49,76,0.83,45.66
SC-005,Allendale County,47.3,77,0.82,46.48
SC-007,Anderson County,46.39,53,-2.75,49.14
SC-009,Bamberg County,51.97,101,5.24,46.73
SC-011,Barnwell County,50.6,95,4.32,46.28
SC-013,Beaufort County,42.48,30,-5.72,48.2
SC-015,Berkeley County,45.86,46,-2.68,48.54
SC-017,Calhoun County,47.35,79,1.16,46.19
SC-019,Charleston County,45.83,49,-2.65,48.48
SC-021,Cherokee County,47.41,63,-1.69,49.1
SC-023,Chester County,44.52,59,-1.69,46.21
SC-025,Chesterfield County,44.61,58,-1.3,45.91
SC-027,Clarendon County,46.22,63,-1.65,47.87
SC-029,Colleton County,46.07,56,-1.67,47.74
SC-031,Darlington County,44.9,62,-0.96,45.86
SC-033,Dillon County,41.66,36,-4.16,45.82
SC-035,Dorchester County,46.91,58,-0.87,47.78
SC-037,Edgefield County,44.12,58,-1.81,45.93
SC-039,Fairfield County,44.51,61,-1.12,45.63
SC-041,Florence County,46.65,72,-0.48,47.13
SC-043,Georgetown County,45.53,39,-3.98,49.51
SC-045,Greenville County,55.01,66,-0.9,55.91
SC-047,Greenwood County,46.76,72,-0.33,47.09
SC-049,Hampton County,43.56,44,-3.63,47.19
SC-051,Horry County,46.39,50,-2.45,48.84
SC-053,Jasper County,41.45,25,-6.89,48.34
SC-055,Kershaw County,40.83,36,-5.11,45.94
SC-057,Lancaster County,44.28,59,-1.34,45.62
SC-059,Laurens County,48.16,72,0.09,48.07
SC-061,Lee County,42.77,45,-3.63,46.4
SC-063,Lexington County,45.51,69,-0.3,45.81
SC-065,McCormick County,44.54,62,-2.29,46.83
SC-067,Marion County,46.14,63,-1.2,47.34
SC-069,Marlboro County,42.9,49,-3.04,45.94
SC-071,Newberry County,47.88,80,1.75,46.13
SC-073,Oconee County,61.97,70,0.86,61.11
SC-075,Orangeburg County,48.81,84,2.03,46.78
SC-077,Pickens County,59.37,72,0.32,59.05
SC-079,Richland County,45.41,72,-0.04,45.45
SC-081,Saluda County,49.14,94,2.97,46.17
SC-083,Spartanburg County,51.68,68,0.23,51.45
SC-085,Sumter County,43.07,52,-3.48,46.55
SC-087,Union County,47.91,70,-0.25,48.16
SC-089,Williamsburg County,46.3,54,-2.37,48.67
SC-091,York County,43.66,49,-3.31,46.97
SD-003,Aurora County,17.63,25,-3.83,21.46
SD-005,Beadle County,18.91,51,-1.4,20.31
SD-007,Bennett County,15.62,35,-2.64,18.26
SD-009,Bon Homme County,18.43,17,-5.68,24.11
SD-011,Brookings County,23.52,69,0.41,23.11
SD-013,Brown County,20.56,69,0.43,20.13
SD-015,Brule County,17.87,41,-2.3,20.17
SD-017,Buffalo County,18.88,68,-0.06,18.94
SD-019,Butte County,13.69,47,-1.79,15.48
SD-021,Campbell County,16.95,63,-0.2,17.15
SD-023,Charles Mix County,19.01,29,-3.47,22.48
SD-025,Clark County,19.72,45,-2.2,21.92
SD-027,Clay County,18.71,15,-6.79,25.5
SD-029,Codington County,22.45,57,-0.5,22.95
SD-031,Corson County,16.26,55,-0.6,16.86
SD-033,Custer County,15.93,45,-1.89,17.82
SD-035,Davison County,18.52,33,-3.25,21.77
SD-037,Day County,20.39,47,-1.34,21.73
SD-039,Deuel County,24.68,68,0.78,23.9
SD-041,Dewey County,16.59,60,-0.32,16.91
SD-043,Douglas County,19.18,33,-3.25,22.43
SD-045,Edmunds County,21.26,91,2.36,18.9
SD-047,Fall River County,13.31,26,-3.31,16.62
SD-049,Faulk County,22.13,97,3.26,18.87
SD-051,Grant County,21.97,46,-1.31,23.28
SD-053,Gregory County,19.17,41,-2.62,21.79
SD-055,Haakon County,12.83,18,-4.19,17.02
SD-057,Hamlin County,21.74,53,-0.98,22.72
SD-059,Hand County,21.11,80,1.73,19.38
SD-061,Hanson County,19.24,34,-2.99,22.23
SD-063,Harding County,13.47,52,-1.08,14.55
SD-065,Hughes County,19.09,89,1.87,17.22
SD-067,Hutchinson County,18.95,23,-4.7,23.65
SD-069,Hyde County,20.65,91,2.5,18.15
SD-071,Jackson County,14.81,33,-2.54,17.35
SD-073,Jerauld County,18.39,42,-2.43,20.82
SD-075,Jones County,16.62,53,-0.78,17.4
SD-077,Kingsbury County,18.92,27,-3.4,22.32
SD-079,Lake County,22.53,55,-1.14,23.67
SD-081,Lawrence County,21.17,42,-2.7,23.87
SD-083,Lincoln County,19.48,15,-6.25,25.73
SD-085,Lyman County,19.11,76,0.75,18.36
SD-087,McCook County,20.1,29,-3.79,23.89
SD-089,McPherson County,20.18,82,1.46,18.72
SD-091,Marshall County,19.72,48,-1.39,21.11
SD-093,Meade County,14.36,39,-2.5,16.86
SD-095,Mellette County,17.73,58,-0.54,18.27
SD-097,Miner County,19.49,35,-2.59,22.08
SD-099,Minnehaha County,22.32,36,-2.77,25.09
SD-101,Moody County,23.29,61,-0.65,23.94
SD-102,Oglala Lakota County,13.65,18,-3.54,17.19
SD-103,Pennington County,16.31,51,-1.58,17.89
SD-105,Perkins County,12.88,28,-2.9,15.78
SD-107,Potter County,18.85,79,1.17,17.68
SD-109,Roberts County,21.32,55,-0.69,22.01
SD-111,Sanborn County,17.76,30,-3.34,21.1
SD-115,Spink County,20.66,73,0.6,20.06
SD-117,Stanley County,15.62,54,-1,16.62
SD-119,Sully County,17.88,82,1.16,16.72
SD-121,Todd County,18.62,57,-0.8,19.42
SD-123,Tripp County,17.94,42,-2.16,20.1
SD-125,Turner County,19.11,16,-6.07,25.18
SD-127,Union County,18.94,14,-7.13,26.07
SD-129,Walworth County,18.05,65,0.12,17.93
SD-135,Yankton County,17.79,15,-7.02,24.81
SD-137,Ziebach County,13.1,30,-3.14,16.24
TN-001,Anderson County,60.11,97,7.96,52.15
TN-003,Bedford County,60.14,104,7.01,53.13
TN-005,Benton County,49.28,55,-1.81,51.09
TN-007,Bledsoe County,64.23,104,8.2,56.03
TN-009,Blount County,57.01,82,3.17,53.84
TN-011,Bradley County,56.86,88,4.39,52.47
TN-013,Campbell County,58.67,97,6.96,51.71
TN-015,Cannon County,61.35,98,7.26,54.09
TN-017,Carroll County,53.06,69,1.94,51.12
TN-019,Carter County,49.11,78,1.49,47.62
TN-021,Cheatham County,46.48,53,-2.61,49.09
TN-023,Chester County,56.13,80,4.29,51.84
TN-025,Claiborne County,50.41,61,0.03,50.38
TN-027,Clay County,54,70,1.44,52.56
TN-029,Cocke County,46.19,47,-1.68,47.87
TN-031,Coffee County,60.9,94,6.56,54.34
TN-033,Crockett County,51.82,71,1.57,50.25
TN-035,Cumberland County,63.96,107,8.88,55.08
TN-037,Davidson County,49.53,68,1.05,48.48
TN-039,Decatur County,55.07,77,2.55,52.52
TN-041,DeKalb County,57.5,88,4.26,53.24
TN-043,Dickson County,46.2,41,-4.13,50.33
TN-045,Dyer County,46.04,54,-2.52,48.56
TN-047,Fayette County,59.9,97,7.65,52.25
TN-049,Fentress County,58.17,92,5.07,53.1
TN-051,Franklin County,63.84,103,9.33,54.51
TN-053,Gibson County,51.65,71,1.22,50.43
TN-055,Giles County,58.01,81,3.9,54.11
TN-057,Grainger County,47.75,58,0.05,47.7
TN-059,Greene County,43.85,57,-0.3,44.15
TN-061,Grundy County,65.91,103,9.09,56.82
TN-063,Hamblen County,45.04,56,-0.32,45.36
TN-065,Hamilton County,58.06,86,3.42,54.64
TN-067,Hancock County,49.31,66,0.79,48.52
TN-069,Hardeman County,58.76,90,6.05,52.71
TN-071,Hardin County,53.68,74,1.22,52.46
TN-073,Hawkins County,47.17,69,1.21,45.96
TN-075,Haywood County,55.86,83,5.06,50.8
TN-077,Henderson County,55.52,77,3.74,51.78
TN-079,Henry County,48.01,53,-2.31,50.32
TN-081,Hickman County,53.33,73,1.24,52.09
TN-083,Houston County,47.61,49,-2.85,50.46
TN-085,Humphreys County,48.2,48,-3.4,51.6
TN-087,Jackson County,54.92,73,1.56,53.36
TN-089,Jefferson County,46.88,68,1.01,45.87
TN-091,Johnson County,53.1,96,4.08,49.02
TN-093,Knox County,55.48,96,6.18,49.3
TN-095,Lake County,47.49,60,-0.83,48.32
TN-097,Lauderdale County,51.24,71,1.85,49.39
TN-099,Lawrence County,56.71,71,2.16,54.55
TN-101,Lewis County,58.86,88,5.45,53.41
TN-103,Lincoln County,63.7,104,9.25,54.45
TN-105,Loudon County,56.85,89,5.16,51.69
TN-107,McMinn County,56.04,84,3.28,52.76
TN-109,McNairy County,56.92,84,4.54,52.38
TN-111,Macon County,54.99,78,2.2,52.79
TN-113,Madison County,55.24,75,3.85,51.39
TN-115,Marion County,64.58,96,7.85,56.73
TN-117,Marshall County,60.06,104,7.24,52.82
TN-119,Maury County,53.27,73,1.65,51.62
TN-121,Meigs County,58.45,89,4.76,53.69
TN-123,Monroe County,56.05,68,0.32,55.73
TN-125,Montgomery County,47.37,54,-1.61,48.98
TN-127,Moore County,62.46,103,7.95,54.51
TN-129,Morgan County,59.27,93,6.17,53.1
TN-131,Obion County,50.5,70,0.91,49.59
TN-133,Overton County,58.14,87,4.49,53.65
TN-135,Perry County,56.03,79,2.92,53.11
TN-137,Pickett County,55.99,85,3.55,52.44
TN-139,Polk County,57.2,81,2.51,54.69
TN-141,Putnam County,58.59,84,4.01,54.58
TN-143,Rhea County,61.87,96,6.5,55.37
TN-145,Roane County,58.09,91,5.69,52.4
TN-147,Robertson County,50.22,67,1.17,49.05
TN-149,Rutherford County,55.9,89,4.83,51.07
TN-151,Scott County,57.61,87,4.92,52.69
TN-153,Sequatchie County,63.76,95,6.51,57.25
TN-155,Sevier County,57.11,76,2.58,54.53
TN-157,Shelby County,59.44,103,8.64,50.8
TN-159,Smith County,54.54,74,1.65,52.89
TN-161,Stewart County,47.39,51,-2.52,49.91
TN-163,Sullivan County,44.57,65,0.63,43.94
TN-165,Sumner County,53.32,86,3.12,50.2
TN-167,Tipton County,57.94,100,7.73,50.21
TN-169,Trousdale County,54.53,83,2.63,51.9
TN-171,Unicoi County,46.94,47,-1.88,48.82
TN-173,Union County,53.07,87,3.57,49.5
TN-175,Van Buren County,62.95,106,8.35,54.6
TN-177,Warren County,62.11,109,8.37,53.74
TN-179,Washington County,43.12,51,-1.07,44.19
TN-181,Wayne County,55.69,75,1.45,54.24
TN-183,Weakley County,49.73,55,-0.8,50.53
TN-185,White County,60.23,95,5.95,54.28
TN-187,Williamson County,48.94,56,-1.15,50.09
TN-189,Wilson County,53.52,73,1.94,51.58
TX-001,Anderson County,38.19,47,-3.34,41.53
TX-003,Andrews County,8.31,12,-6.41,14.72
TX-005,Angelina County,44.19,46,-4.46,48.65
TX-007,Aransas County,27.99,34,-5.84,33.83
TX-009,Archer County,23.18,32,-4.57,27.75
TX-011,Armstrong County,16.15,26,-4.82,20.97
TX-013,Atascosa County,14.37,4,-12.31,26.68
TX-015,Austin County,31.26,19,-9.85,41.11
TX-017,Bailey County,13.58,25,-3.96,17.54
TX-019,Bandera County,14.21,3,-15.68,29.89
TX-021,Bastrop County,25.26,17,-9.81,35.07
TX-023,Baylor County,22.9,42,-2.72,25.62
TX-025,Bee County,22.96,28,-7.27,30.23
TX-027,Bell County,21.18,6,-11.83,33.01
TX-029,Bexar County,13.2,2,-16.51,29.71
TX-031,Blanco County,13.12,2,-17.96,31.08
TX-033,Borden County,10.52,7,-8.4,18.92
TX-035,Bosque County,20.82,6,-11.43,32.25
TX-037,Bowie County,47.58,70,0.01,47.57
TX-039,Brazoria County,36.35,26,-9.29,45.64
TX-041,Brazos County,33.3,29,-6.3,39.6
TX-043,Brewster County,12.07,53,-1.11,13.18
TX-045,Briscoe County,16.38,26,-4.61,20.99
TX-047,Brooks County,17.76,26,-5.98,23.74
TX-049,Brown County,18.62,7,-8.21,26.83
TX-051,Burleson County,30.4,24,-7.23,37.63
TX-053,Burnet County,19.09,10,-11.18,30.27
TX-055,Caldwell County,20.47,7,-12.95,33.42
TX-057,Calhoun County,30.22,31,-7.79,38.01
TX-059,Callahan County,19.19,18,-6.74,25.93
TX-061,Cameron County,21.25,40,-3.53,24.78
TX-063,Camp County,44.5,70,0.18,44.32
TX-065,Carson County,16.04,23,-4.65,20.69
TX-067,Cass County,50.39,83,3.16,47.23
TX-069,Castro County,12.76,14,-5.99,18.75
TX-071,Chambers County,48.02,51,-1.98,50
TX-073,Cherokee County,45,70,0.52,44.48
TX-075,Childress County,16.74,19,-5.9,22.64
TX-077,Clay County,25.73,35,-4.39,30.12
TX-079,Cochran County,12.15,17,-5.45,17.6
TX-081,Coke County,14.14,10,-7.93,22.07
TX-083,Coleman County,19.17,17,-6.8,25.97
TX-085,Collin County,37.39,60,-0.63,38.02
TX-087,Collingsworth County,18,26,-5.24,23.24
TX-089,Colorado County,32.37,26,-8.11,40.48
TX-091,Comal County,15.21,4,-17.31,32.52
TX-093,Comanche County,18.72,6,-9.64,28.36
TX-095,Concho County,16.72,14,-7.38,24.1
TX-097,Cooke County,32.7,50,-2.95,35.65
TX-099,Coryell County,18.01,4,-13.61,31.62
TX-101,Cottle County,16.79,20,-5.7,22.49
TX-103,Crane County,8.46,19,-4.76,13.22
TX-105,Crockett County,12.12,16,-6.08,18.2
TX-107,Crosby County,14.33,17,-6.1,20.43
TX-109,Culberson County,12.84,82,0.87,11.97
TX-111,Dallam County,10.14,6,-6.5,16.64
TX-113,Dallas County,37.2,66,0.79,36.41
TX-115,Dawson County,9.98,8,-7.51,17.49
TX-117,Deaf Smith County,11.23,7,-7.19,18.42
TX-119,Delta County,41.65,58,-1.24,42.89
TX-121,Denton County,32.19,51,-2.79,34.98
TX-123,DeWitt County,26.3,23,-8.33,34.63
TX-125,Dickens County,14.81,15,-6.87,21.68
TX-127,Dimmit County,17.76,43,-3.53,21.29
TX-129,Donley County,17.28,26,-4.72,22
TX-131,Duval County,20.06,42,-3.68,23.74
TX-133,Eastland County,19.98,15,-7.73,27.71
TX-135,Ector County,8.28,17,-5.59,13.87
TX-137,Edwards County,14.05,9,-9.58,23.63
TX-139,Ellis County,32.87,40,-3.52,36.39
TX-141,El Paso County,10.84,101,2.03,8.81
TX-143,Erath County,16.91,3,-12.9,29.81
TX-145,Falls County,26.79,20,-8.23,35.02
TX-147,Fannin County,40.79,65,-0.28,41.07
TX-149,Fayette County,28.53,20,-8.94,37.47
TX-151,Fisher County,14.47,11,-7.56,22.03
TX-153,Floyd County,14.66,18,-6.14,20.8
TX-155,Foard County,19.3,27,-4.99,24.29
TX-157,Fort Bend County,34.98,23,-9.38,44.36
TX-159,Franklin County,44.55,67,0.77,43.78
TX-161,Freestone County,35.26,42,-3.73,38.99
TX-163,Frio County,14.96,8,-9.31,24.27
TX-165,Gaines County,8.17,8,-7.87,16.04
TX-167,Galveston County,42.97,42,-4.52,47.49
TX-169,Garza County,12.3,9,-7.29,19.59
TX-171,Gillespie County,15.81,6,-13.29,29.1
TX-173,Glasscock County,9.53,10,-8.28,17.81
TX-175,Goliad County,25.51,28,-7.78,33.29
TX-177,Gonzales County,20.91,6,-12.88,33.79
TX-179,Gray County,18.91,39,-3.23,22.14
TX-181,Grayson County,35.75,49,-2.52,38.27
TX-183,Gregg County,44.29,69,-0.76,45.05
TX-185,Grimes County,37.08,38,-4.85,41.93
TX-187,Guadalupe County,16.7,5,-15.14,31.84
TX-189,Hale County,13.55,17,-5.96,19.51
TX-191,Hall County,16.43,25,-4.83,21.26
TX-193,Hamilton County,17.13,4,-12.85,29.98
TX-195,Hansford County,11.15,4,-7.88,19.03
TX-197,Hardeman County,19.74,31,-4.78,24.52
TX-199,Hardin County,52.32,62,-0.32,52.64
TX-201,Harris County,39.36,29,-7.34,46.7
TX-203,Harrison County,48.37,78,1.31,47.06
TX-205,Hartley County,10.49,4,-6.89,17.38
TX-207,Haskell County,18.67,23,-5.48,24.15
TX-209,Hays County,16.82,5,-16.18,33
TX-211,Hemphill County,17.4,21,-5.03,22.43
TX-213,Henderson County,36.61,41,-4.29,40.9
TX-215,Hidalgo County,18.42,32,-4.35,22.77
TX-217,Hill County,25.89,14,-8.91,34.8
TX-219,Hockley County,13.54,22,-4.76,18.3
TX-221,Hood County,22.75,14,-8.4,31.15
TX-223,Hopkins County,41.01,54,-1.52,42.53
TX-225,Houston County,43.24,65,-0.95,44.19
TX-227,Howard County,9.1,5,-9.5,18.6
TX-229,Hudspeth County,13.07,106,2.72,10.35
TX-231,Hunt County,38.34,54,-2.14,40.48
TX-233,Hutchinson County,13.99,15,-5.41,19.4
TX-235,Irion County,12.49,10,-7.61,20.1
TX-237,Jack County,26.02,39,-4.1,30.12
TX-239,Jackson County,30.4,22,-9.53,39.93
TX-241,Jasper County,50.47,44,-3.84,54.31
TX-243,Jeff Davis County,16.35,89,1.49,14.86
TX-245,Jefferson County,54.33,72,1.69,52.64
TX-247,Jim Hogg County,18.77,50,-3.08,21.85
TX-249,Jim Wells County,18.89,19,-7.46,26.35
TX-251,Johnson County,27.91,26,-5.57,33.48
TX-253,Jones County,16.93,15,-6.68,23.61
TX-255,Karnes County,21.96,22,-8.26,30.22
TX-257,Kaufman County,34.38,39,-4.91,39.29
TX-259,Kendall County,15.07,4,-16.19,31.26
TX-261,Kenedy County,17.56,14,-8.02,25.58
TX-263,Kent County,12.98,9,-7.86,20.84
TX-265,Kerr County,14.49,4,-14.14,28.63
TX-267,Kimble County,14.87,8,-10.89,25.76
TX-269,King County,15.66,12,-7.04,22.7
TX-271,Kinney County,17.45,32,-4.23,21.68
TX-273,Kleberg County,17.14,12,-9.72,26.86
TX-275,Knox County,18.83,18,-5.3,24.13
TX-277,Lamar County,43.09,58,-0.99,44.08
TX-279,Lamb County,14.24,22,-4.3,18.54
TX-281,Lampasas County,20.23,11,-9.32,29.55
TX-283,La Salle County,18.75,41,-3.46,22.21
TX-285,Lavaca County,27.3,17,-10.39,37.69
TX-287,Lee County,28.23,20,-8.02,36.25
TX-289,Leon County,38.45,54,-2.24,40.69
TX-291,Liberty County,48.82,60,-1.06,49.88
TX-293,Limestone County,30.79,25,-6.53,37.32
TX-295,Lipscomb County,15.9,15,-5.94,21.84
TX-297,Live Oak County,19.93,22,-6.99,26.92
TX-299,Llano County,18.86,12,-9.55,28.41
TX-301,Loving County,10.15,47,-1.42,11.57
TX-303,Lubbock County,14.2,25,-4.8,19
TX-305,Lynn County,12.74,15,-5.89,18.63
TX-307,McCulloch County,20.12,27,-5.56,25.68
TX-309,McLennan County,23.48,8,-10.2,33.68
TX-311,McMullen County,18.61,28,-5.28,23.89
TX-313,Madison County,37.7,47,-3.67,41.37
TX-315,Marion County,49.76,84,2.84,46.92
TX-317,Martin County,8.85,7,-7.85,16.7
TX-319,Mason County,17.43,9,-9.32,26.75
TX-321,Matagorda County,32.63,24,-9.86,42.49
TX-323,Maverick County,17.08,42,-3.44,20.52
TX-325,Medina County,13.56,3,-14.04,27.6
TX-327,Menard County,15.65,8,-9.7,25.35
TX-329,Midland County,9.08,14,-6.38,15.46
TX-331,Milam County,27.92,22,-7,34.92
TX-333,Mills County,20.41,12,-7.74,28.15
TX-335,Mitchell County,11.95,7,-8.61,20.56
TX-337,Montague County,31.04,56,-1.43,32.47
TX-339,Montgomery County,43.86,58,-2.23,46.09
TX-341,Moore County,12.1,8,-6.43,18.53
TX-343,Morris County,45.77,67,0.05,45.72
TX-345,Motley County,15.95,19,-5.57,21.52
TX-347,Nacogdoches County,45.93,59,-1.67,47.6
TX-349,Navarro County,33.55,43,-3.99,37.54
TX-351,Newton County,52.34,53,-3.29,55.63
TX-353,Nolan County,14.99,10,-8.15,23.14
TX-355,Nueces County,21.1,21,-7.64,28.74
TX-357,Ochiltree County,13.72,8,-6.71,20.43
TX-359,Oldham County,10.54,5,-7.23,17.77
TX-361,Orange County,54.57,55,-0.6,55.17
TX-363,Palo Pinto County,20.41,11,-9.1,29.51
TX-365,Panola County,50.97,92,3.37,47.6
TX-367,Parker County,23.98,16,-7.86,31.84
TX-369,Parmer County,11.73,11,-6.09,17.82
TX-371,Pecos County,12.74,58,-0.79,13.53
TX-373,Polk County,47.23,58,-2.62,49.85
TX-375,Potter County,13.28,15,-5.74,19.02
TX-377,Presidio County,13.21,68,-0.21,13.42
TX-379,Rains County,39.5,56,-1.51,41.01
TX-381,Randall County,13.8,12,-5.96,19.76
TX-383,Reagan County,11.01,14,-6.56,17.57
TX-385,Real County,12.98,3,-14.09,27.07
TX-387,Red River County,46.77,72,0.69,46.08
TX-389,Reeves County,12.36,82,0.83,11.53
TX-391,Refugio County,27.39,32,-6.43,33.82
TX-393,Roberts County,16.79,28,-4.12,20.91
TX-395,Robertson County,32.22,31,-5.34,37.56
TX-397,Rockwall County,35.13,46,-3.83,38.96
TX-399,Runnels County,17.43,19,-6.46,23.89
TX-401,Rusk County,47.26,79,1.6,45.66
TX-403,Sabine County,53.27,70,1.16,52.11
TX-405,San Augustine County,50.14,64,-0.56,50.7
TX-407,San Jacinto County,47.4,61,-0.5,47.9
TX-409,San Patricio County,24.94,34,-5.73,30.67
TX-411,San Saba County,21.47,26,-6.18,27.65
TX-413,Schleicher County,13.14,10,-8.97,22.11
TX-415,Scurry County,13.59,12,-7.02,20.61
TX-417,Shackelford County,20.08,26,-5.59,25.67
TX-419,Shelby County,50.5,74,1.39,49.11
TX-421,Sherman County,9.53,2,-8.26,17.79
TX-423,Smith County,42.51,63,-0.83,43.34
TX-425,Somervell County,23.83,16,-7.43,31.26
TX-427,Starr County,17.35,40,-2.82,20.17
TX-429,Stephens County,22.68,36,-4.25,26.93
TX-431,Sterling County,10.47,7,-9.71,20.18
TX-433,Stonewall County,14.68,9,-7.67,22.35
TX-435,Sutton County,12.79,7,-9.81,22.6
TX-437,Swisher County,14.03,18,-5.94,19.97
TX-439,Tarrant County,32.6,57,-0.92,33.52
TX-441,Taylor County,17.27,16,-6.96,24.23
TX-443,Terrell County,14.24,71,0.52,13.72
TX-445,Terry County,12.68,24,-4.83,17.51
TX-447,Throckmorton County,22.42,35,-3.73,26.15
TX-449,Titus County,44.74,66,-0.21,44.95
TX-451,Tom Green County,14.42,13,-7.62,22.04
TX-453,Travis County,22.24,12,-10.52,32.76
TX-455,Trinity County,43.94,55,-2.87,46.81
TX-457,Tyler County,49.19,56,-3.15,52.34
TX-459,Upshur County,46.1,79,1.74,44.36
TX-461,Upton County,10.04,18,-5.1,15.14
TX-463,Uvalde County,15.62,7,-9.95,25.57
TX-465,Val Verde County,13.65,25,-4.49,18.14
TX-467,Van Zandt County,37.28,40,-3.95,41.23
TX-469,Victoria County,29.22,30,-7.52,36.74
TX-471,Walker County,42.5,59,-1.44,43.94
TX-473,Waller County,33.48,24,-8.8,42.28
TX-475,Ward County,9.3,36,-2.34,11.64
TX-477,Washington County,29.61,18,-9.46,39.07
TX-479,Webb County,20.57,69,-0.07,20.64
TX-481,Wharton County,34.94,29,-6.68,41.62
TX-483,Wheeler County,19.29,30,-4.02,23.31
TX-485,Wichita County,23.19,29,-5.03,28.22
TX-487,Wilbarger County,23.26,44,-2.77,26.03
TX-489,Willacy County,19.8,32,-5.22,25.02
TX-491,Williamson County,23.94,15,-9.06,33
TX-493,Wilson County,17.77,7,-12.08,29.85
TX-495,Winkler County,9.35,28,-3.11,12.46
TX-497,Wise County,27.07,36,-5.28,32.35
TX-499,Wood County,42.64,66,0.33,42.31
TX-501,Yoakum County,10.52,16,-6.38,16.9
TX-503,Young County,24.07,40,-3.73,27.8
TX-505,Zapata County,18.35,68,-0.58,18.93
TX-507,Zavala County,16.96,30,-5.39,22.35
UT-001,Beaver County,13.43,84,0.89,12.54
UT-003,Box Elder County,11.37,54,-0.63,12
UT-005,Cache County,28.14,69,0.22,27.92
UT-007,Carbon County,15.02,72,0.33,14.69
UT-009,Daggett County,16.64,88,1.57,15.07
UT-011,Davis County,26.17,79,0.87,25.3
UT-013,Duchesne County,17.58,67,-0.15,17.73
UT-015,Emery County,9.03,57,-0.35,9.38
UT-017,Garfield County,12.06,51,-0.96,13.02
UT-019,Grand County,12.65,78,0.78,11.87
UT-021,Iron County,15.99,94,1.46,14.53
UT-023,Juab County,12.26,79,0.59,11.67
UT-025,Kane County,12.43,79,0.28,12.15
UT-027,Millard County,10.03,75,0.2,9.83
UT-029,Morgan County,26.27,71,0.27,26
UT-031,Piute County,15.43,44,-1.51,16.94
UT-033,Rich County,17.08,75,0.37,16.71
UT-035,Salt Lake County,22.73,78,0.67,22.06
UT-037,San Juan County,11.32,87,0.65,10.67
UT-039,Sanpete County,20.22,85,0.75,19.47
UT-041,Sevier County,15.25,56,-1.02,16.27
UT-043,Summit County,26.76,67,-0.12,26.88
UT-045,Tooele County,10.44,75,0.23,10.21
UT-047,Uintah County,12.91,87,0.75,12.16
UT-049,Utah County,20.58,90,1.56,19.02
UT-051,Wasatch County,26.06,85,1.02,25.04
UT-053,Washington County,16.78,95,1.68,15.1
UT-055,Wayne County,8.27,46,-0.95,9.22
UT-057,Weber County,26.23,68,-0.6,26.83
VT-001,Addison County,42.01,91,3.82,38.19
VT-003,Bennington County,50.76,97,5.19,45.57
VT-005,Caledonia County,41.27,73,0.9,40.37
VT-007,Chittenden County,41.68,92,3.39,38.29
VT-009,Essex County,47.57,108,5.65,41.92
VT-011,Franklin County,47.6,106,5.86,41.74
VT-013,Grand Isle County,46.57,128,11.86,34.71
