Location ID,Location,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
TX-283,La Salle County,72.7,120,1.8,70.9
TX-285,Lavaca County,71.8,126,3.4,68.4
TX-287,Lee County,69.9,126,2.8,67.1
TX-289,Leon County,67.4,109,1.3,66.1
TX-291,Liberty County,69.8,123,2.1,67.7
TX-293,Limestone County,67.4,114,1.6,65.8
TX-295,Lipscomb County,58.5,110,1.5,57
TX-297,Live Oak County,72.3,116,1.7,70.6
TX-299,Llano County,68.8,127,2.8,66
TX-301,Loving County,66.2,121,2.6,63.6
TX-303,Lubbock County,62,123,2.7,59.3
TX-305,Lynn County,62.8,122,2.1,60.7
TX-307,McCulloch County,67.6,127,3.1,64.5
TX-309,McLennan County,67.8,122,2.1,65.7
TX-311,McMullen County,72.4,119,1.6,70.8
TX-313,Madison County,68.3,120,1.6,66.7
TX-315,Marion County,65.7,103,0.9,64.8
TX-317,Martin County,65,121,2.2,62.8
TX-319,Mason County,67.8,127,2.9,64.9
TX-321,Matagorda County,71.6,122,2.5,69.1
TX-323,Maverick County,72.6,122,2.2,70.4
TX-325,Medina County,71.1,124,2.8,68.3
TX-327,Menard County,66.8,126,3.2,63.6
TX-329,Midland County,66,122,2.7,63.3
TX-331,Milam County,68.9,125,2.6,66.3
TX-333,Mills County,67.7,127,3,64.7
TX-335,Mitchell County,66.7,127,3.1,63.6
TX-337,Montague County,65.1,118,2,63.1
TX-339,Montgomery County,69.7,122,2.1,67.6
TX-341,Moore County,58.9,119,2.3,56.6
TX-343,Morris County,65.2,113,1.4,63.8
TX-345,Motley County,63.4,121,2.2,61.2
TX-347,Nacogdoches County,67.4,122,1.8,65.6
TX-349,Navarro County,67.5,115,1.7,65.8
TX-351,Newton County,68,123,2,66
TX-353,Nolan County,66.1,126,3.3,62.8
TX-355,Nueces County,73.5,119,2.3,71.2
TX-357,Ochiltree County,58.3,107,1.5,56.8
TX-359,Oldham County,58.2,110,1.7,56.5
TX-361,Orange County,69.1,116,1.7,67.4
TX-363,Palo Pinto County,67.2,127,3,64.2
TX-365,Panola County,66.6,110,1.2,65.4
TX-367,Parker County,66.9,125,2.4,64.5
TX-369,Parmer County,59.1,125,3,56.1
TX-371,Pecos County,66.6,124,2.8,63.8
TX-373,Polk County,68.7,123,2,66.7
TX-375,Potter County,59.5,122,2.5,57
TX-377,Presidio County,65.6,116,2.1,63.5
TX-379,Rains County,65.8,120,2,63.8
TX-381,Randall County,59.3,125,2.8,56.5
TX-383,Reagan County,66.4,125,2.8,63.6
TX-385,Real County,68.1,127,2.7,65.4
TX-387,Red River County,65,124,2.3,62.7
TX-389,Reeves County,66.3,120,2.6,63.7
TX-391,Refugio County,72.3,122,2.1,70.2
TX-393,Roberts County,59.8,116,2.2,57.6
TX-395,Robertson County,68.2,120,1.9,66.3
TX-397,Rockwall County,66.8,124,2.4,64.4
TX-399,Runnels County,66.9,124,2.7,64.2
TX-401,Rusk County,66.3,106,1,65.3
TX-403,Sabine County,67.8,125,2.4,65.4
TX-405,San Augustine County,67.8,124,2.2,65.6
TX-407,San Jacinto County,68.9,120,1.8,67.1
TX-409,San Patricio County,72.7,119,1.9,70.8
TX-411,San Saba County,68.1,127,3,65.1
TX-413,Schleicher County,66.5,126,2.9,63.6
TX-415,Scurry County,65.7,126,2.9,62.8
TX-417,Shackelford County,66.5,126,2.6,63.9
TX-419,Shelby County,67,122,1.7,65.3
TX-421,Sherman County,57.8,112,1.8,56
TX-423,Smith County,65.6,102,1,64.6
TX-425,Somervell County,68.2,127,2.9,65.3
TX-427,Starr County,75.6,120,2.1,73.5
TX-429,Stephens County,66.5,126,2.6,63.9
TX-431,Sterling County,66.4,128,2.9,63.5
TX-433,Stonewall County,65.9,124,2.5,63.4
TX-435,Sutton County,67.3,128,3.2,64.1
TX-437,Swisher County,60,124,2.5,57.5
TX-439,Tarrant County,67.5,120,2.2,65.3
TX-441,Taylor County,66.2,125,2.7,63.5
TX-443,Terrell County,68.5,125,2.4,66.1
TX-445,Terry County,61.8,118,1.7,60.1
TX-447,Throckmorton County,66.3,125,2.6,63.7
TX-449,Titus County,65.1,114,1.6,63.5
TX-451,Tom Green County,67.1,124,2.7,64.4
TX-453,Travis County,69.4,125,2.3,67.1
TX-455,Trinity County,68.5,124,2,66.5
TX-457,Tyler County,68.1,123,1.8,66.3
TX-459,Upshur County,65.5,105,1.1,64.4
TX-461,Upton County,67,122,2.7,64.3
TX-463,Uvalde County,71,127,2.6,68.4
TX-465,Val Verde County,69.8,126,2.3,67.5
TX-467,Van Zandt County,66,110,1.5,64.5
TX-469,Victoria County,71.9,122,2.5,69.4
TX-471,Walker County,68.9,122,1.9,67
TX-473,Waller County,70.5,125,2.6,67.9
TX-475,Ward County,67.4,123,3,64.4
TX-477,Washington County,70.4,125,2.9,67.5
TX-479,Webb County,73.6,121,2,71.6
TX-481,Wharton County,71.5,125,2.7,68.8
TX-483,Wheeler County,60.9,123,2.5,58.4
TX-485,Wichita County,65.5,125,2.5,63
TX-487,Wilbarger County,65.4,124,2.6,62.8
TX-489,Willacy County,74.8,115,1.6,73.2
TX-491,Williamson County,68.8,124,2.4,66.4
TX-493,Wilson County,71.2,123,2.1,69.1
TX-495,Winkler County,66.2,123,2.9,63.3
TX-497,Wise County,66.1,121,2.2,63.9
TX-499,Wood County,65.5,112,1.5,64
TX-501,Yoakum County,61,118,2,59
TX-503,Young County,66,124,2.4,63.6
TX-505,Zapata County,75.3,120,2.3,73
TX-507,Zavala County,72.4,124,2.2,70.2
UT-001,Beaver County,49.4,101,1.6,47.8
UT-003,Box Elder County,48.1,97,1.1,47
UT-005,Cache County,43.7,95,1.2,42.5
UT-007,Carbon County,45.3,113,1.9,43.4
UT-009,Daggett County,41.4,82,1,40.4
UT-011,Davis County,50,113,2,48
UT-013,Duchesne County,42,102,1.8,40.2
UT-015,Emery County,51,109,1.9,49.1
UT-017,Garfield County,49.4,112,2.1,47.3
UT-019,Grand County,52,112,2.7,49.3
UT-021,Iron County,49.5,111,1.9,47.6
UT-023,Juab County,50.2,97,1,49.2
UT-025,Kane County,53.2,112,1.9,51.3
UT-027,Millard County,50.9,94,1.1,49.8
UT-029,Morgan County,44.2,107,1.7,42.5
UT-031,Piute County,44,105,1.6,42.4
UT-033,Rich County,40.8,103,1.5,39.3
UT-035,Salt Lake County,49.9,116,2.2,47.7
UT-037,San Juan County,53.6,111,1.9,51.7
UT-039,Sanpete County,44.5,104,1.4,43.1
UT-041,Sevier County,45,98,1.1,43.9
UT-043,Summit County,39.2,103,1.4,37.8
UT-045,Tooele County,51,99,1.1,49.9
UT-047,Uintah County,46,96,1.7,44.3
UT-049,Utah County,47.1,103,1.3,45.8
UT-051,Wasatch County,41.4,101,1.4,40
UT-053,Washington County,56.8,114,1.9,54.9
UT-055,Wayne County,51.8,109,2.3,49.5
UT-057,Weber County,46.6,112,1.9,44.7
VT-001,Addison County,46.1,125,3.5,42.6
VT-003,Bennington County,45.8,127,4.3,41.5
VT-005,Caledonia County,43.9,128,3.7,40.2
VT-007,Chittenden County,47.5,128,4.9,42.6
VT-009,Essex County,43,127,3.9,39.1
VT-011,Franklin County,46.6,128,4.6,42
VT-013,Grand Isle County,47.8,127,4,43.8
VT-015,Lamoille County,44.7,128,4.7,40
VT-017,Orange County,45.2,128,4,41.2
VT-019,Orleans County,44,128,4.2,39.8
VT-021,Rutland County,45.5,126,3.5,42
VT-023,Washington County,44.6,128,4.1,40.5
VT-025,Windham County,46.7,127,4,42.7
VT-027,Windsor County,46,127,4.1,41.9
VA-001,Accomack County,59.7,124,3.1,56.6
VA-003,Albemarle County,57.6,124,3,54.6
VA-005,Alleghany County,53.4,100,1.1,52.3
VA-007,Amelia County,59,122,2.3,56.7
VA-009,Amherst County,56.7,123,2.3,54.4
VA-011,Appomattox County,57.9,125,2.6,55.3
VA-013,Arlington County,57.8,122,2.8,55
VA-015,Augusta County,54.1,120,2.3,51.8
VA-017,Bath County,52.7,110,1.5,51.2
VA-019,Bedford County,57.3,119,2,55.3
VA-021,Bland County,52.3,108,1.5,50.8
VA-023,Botetourt County,55.4,96,1,54.4
VA-025,Brunswick County,59.9,124,2.5,57.4
VA-027,Buchanan County,55.1,112,1.6,53.5
VA-029,Buckingham County,58.4,125,2.6,55.8
VA-031,Campbell County,58.1,124,2.8,55.3
VA-033,Caroline County,58.4,123,2.4,56
VA-035,Carroll County,53.8,118,2.1,51.7
VA-036,Charles City County,60.6,123,2.1,58.5
VA-037,Charlotte County,58.2,122,2.3,55.9
VA-041,Chesterfield County,59.5,120,2.1,57.4
VA-043,Clarke County,55,119,2.4,52.6
VA-045,Craig County,53.7,107,1.4,52.3
VA-047,Culpeper County,56.8,122,2.5,54.3
VA-049,Cumberland County,58.6,124,2.4,56.2
VA-051,Dickenson County,54.9,107,1.4,53.5
VA-053,Dinwiddie County,59.8,122,2.3,57.5
VA-057,Essex County,58.7,117,1.9,56.8
VA-059,Fairfax County,57.6,123,3,54.6
VA-061,Fauquier County,56.3,122,2.9,53.4
VA-063,Floyd County,53,118,2,51
VA-065,Fluvanna County,58.3,123,2.7,55.6
VA-067,Franklin County,56.8,110,1.7,55.1
VA-069,Frederick County,54,116,2.1,51.9
VA-071,Giles County,53.4,118,1.9,51.5
VA-073,Gloucester County,60.4,124,2.4,58
VA-075,Goochland County,58.5,124,2.3,56.2
VA-077,Grayson County,51.9,121,2.1,49.8
VA-079,Greene County,56,123,2.9,53.1
VA-081,Greensville County,60.5,125,2.5,58
VA-083,Halifax County,58.7,121,2.1,56.6
VA-085,Hanover County,58.9,125,2.3,56.6
VA-087,Henrico County,59.7,123,2.2,57.5
VA-089,Henry County,58,111,1.7,56.3
VA-091,Highland County,50.2,115,1.8,48.4
VA-093,Isle of Wight County,61.1,126,2.4,58.7
VA-095,James City County,60.8,124,2.4,58.4
VA-097,King and Queen County,59.1,119,2,57.1
VA-099,King George County,58.9,121,3,55.9
VA-101,King William County,59.3,120,2.1,57.2
VA-103,Lancaster County,59.2,119,2.1,57.1
VA-105,Lee County,55.8,95,1,54.8
VA-107,Loudoun County,56.3,122,3.1,53.2
VA-109,Louisa County,57.5,120,2.2,55.3
VA-111,Lunenburg County,58.8,121,2.2,56.6
VA-113,Madison County,55.5,120,2.6,52.9
VA-115,Mathews County,60.3,122,2.4,57.9
VA-117,Mecklenburg County,59.3,121,2.2,57.1
VA-119,Middlesex County,59.6,120,2.1,57.5
VA-121,Montgomery County,54.7,120,2.1,52.6
VA-125,Nelson County,56.5,123,2.6,53.9
VA-127,New Kent County,59.8,120,2.1,57.7
VA-131,Northampton County,60.3,124,2.6,57.7
VA-133,Northumberland County,59,121,2.4,56.6
VA-135,Nottoway County,59.1,124,2.4,56.7
VA-137,Orange County,57,119,2.3,54.7
VA-139,Page County,54.1,120,2.5,51.6
VA-141,Patrick County,56.2,115,1.7,54.5
VA-143,Pittsylvania County,58,113,1.7,56.3
VA-145,Powhatan County,58.8,122,2.3,56.5
VA-147,Prince Edward County,58.3,122,2.3,56
VA-149,Prince George County,60.5,124,2.1,58.4
VA-153,Prince William County,57.9,122,3.4,54.5
VA-155,Pulaski County,54.3,119,2,52.3
VA-157,Rappahannock County,54.8,119,2.4,52.4
VA-159,Richmond County,58.6,115,1.9,56.7
VA-161,Roanoke County,56,116,1.7,54.3
VA-163,Rockbridge County,54.8,108,1.3,53.5
VA-165,Rockingham County,53.7,115,2.2,51.5
VA-167,Russell County,54.7,117,1.8,52.9
VA-169,Scott County,56.1,105,1.2,54.9
VA-171,Shenandoah County,54.1,118,2.2,51.9
VA-173,Smyth County,53,120,2,51
VA-175,Southampton County,60.8,126,2.5,58.3
VA-177,Spotsylvania County,57.3,121,2.5,54.8
VA-179,Stafford County,58.4,123,3.4,55
VA-181,Surry County,60.9,126,2.4,58.5
VA-183,Sussex County,60.6,126,2.5,58.1
VA-185,Tazewell County,52.5,113,1.7,50.8
VA-187,Warren County,54.3,116,2.1,52.2
VA-191,Washington County,55.2,116,1.8,53.4
VA-193,Westmoreland County,58.7,119,2.3,56.4
VA-195,Wise County,53.6,94,0.9,52.7
VA-197,Wythe County,53.3,117,1.9,51.4
VA-199,York County,61,124,2.5,58.5
VA-510,Alexandria City,58.3,122,2.9,55.4
VA-520,Bristol City,56.9,118,2.1,54.8
VA-530,Buena Vista City,56,105,1.3,54.7
VA-540,Charlottesville City,58.2,125,3,55.2
VA-550,Chesapeake City,61.4,124,2.5,58.9
VA-570,Colonial Heights City,60.1,120,1.9,58.2
VA-580,Covington City,54.9,89,0.9,54
VA-590,Danville City,59.2,115,1.7,57.5
VA-595,Emporia City,60.6,125,2.5,58.1
VA-600,Fairfax City,57.1,121,2.9,54.2
VA-610,Falls Church City,57.1,120,2.7,54.4
VA-620,Franklin City,60.9,125,2.4,58.5
VA-630,Fredericksburg City,58.1,121,3.1,55
VA-640,Galax City,53.8,119,2.2,51.6
VA-650,Hampton City,61.5,122,2.3,59.2
VA-660,Harrisonburg City,54.8,115,2.1,52.7
VA-670,Hopewell City,60.4,120,1.8,58.6
VA-680,Lynchburg City,58.2,126,3,55.2
VA-683,Manassas City,57.8,123,3.3,54.5
VA-685,Manassas Park City,57.7,122,3.2,54.5
VA-690,Martinsville City,58.1,117,1.8,56.3
VA-700,Newport News City,61.4,123,2.4,59
VA-710,Norfolk City,61.8,123,2.4,59.4
VA-720,Norton City,53.6,95,0.8,52.8
VA-730,Petersburg City,60.1,121,2,58.1
VA-735,Poquoson City,61.3,122,2.4,58.9
VA-740,Portsmouth City,61.9,123,2.4,59.5
VA-750,Radford City,54.9,121,2.2,52.7
VA-760,Richmond City,59.6,122,2.2,57.4
VA-770,Roanoke City,57.3,111,1.6,55.7
VA-775,Salem City,57.4,116,1.8,55.6
VA-790,Staunton City,55.5,123,2.6,52.9
VA-800,Suffolk City,61.2,126,2.3,58.9
VA-810,Virginia Beach City,61.5,122,2.6,58.9
VA-820,Waynesboro City,55.9,124,2.8,53.1
VA-830,Williamsburg City,60.8,125,2.6,58.2
VA-840,Winchester City,54.4,116,2.1,52.3
WA-001,Adams County,49.1,82,0.7,48.4
WA-003,Asotin County,48.7,105,1.6,47.1
WA-005,Benton County,52.3,82,0.6,51.7
WA-007,Chelan County,43.5,103,1.3,42.2
WA-009,Clallam County,47.9,111,1.3,46.6
WA-011,Clark County,52.4,110,1.5,50.9
WA-013,Columbia County,47.8,90,1,46.8
WA-015,Cowlitz County,50.6,118,1.9,48.7
WA-017,Douglas County,47.4,69,0.3,47.1
WA-019,Ferry County,42.6,74,0.5,42.1
WA-021,Franklin County,51.7,90,0.9,50.8
WA-023,Garfield County,48.5,103,1.4,47.1
WA-025,Grant County,50,73,0.4,49.6
WA-027,Grays Harbor County,50.2,102,1,49.2
WA-029,Island County,51,105,1.1,49.9
WA-031,Jefferson County,46.2,111,1.3,44.9
WA-033,King County,48.4,113,1.4,47
WA-035,Kitsap County,52,110,1.5,50.5
WA-037,Kittitas County,45.6,102,1.4,44.2
WA-039,Klickitat County,49,109,1.6,47.4
WA-041,Lewis County,48.6,120,1.9,46.7
WA-043,Lincoln County,46.2,56,-0.1,46.3
WA-045,Mason County,49.6,111,1.3,48.3
WA-047,Okanogan County,42.9,94,1,41.9
WA-049,Pacific County,51,115,1.6,49.4
WA-051,Pend Oreille County,42.5,97,1,41.5
WA-053,Pierce County,47.7,113,1.5,46.2
WA-055,San Juan County,50.5,100,0.8,49.7
WA-057,Skagit County,46.3,106,1.2,45.1
WA-059,Skamania County,46.5,117,2,44.5
WA-061,Snohomish County,46.9,109,1.2,45.7
WA-063,Spokane County,47.2,103,1.3,45.9
WA-065,Stevens County,44.6,72,0.5,44.1
WA-067,Thurston County,51.5,111,1.2,50.3
WA-069,Wahkiakum County,51,115,1.8,49.2
WA-071,Walla Walla County,52,76,0.7,51.3
WA-073,Whatcom County,44.8,107,1.4,43.4
WA-075,Whitman County,49.3,104,1.4,47.9
WA-077,Yakima County,46.8,104,1.3,45.5
WV-001,Barbour County,53.2,120,2.5,50.7
WV-003,Berkeley County,54.5,119,2.4,52.1
WV-005,Boone County,55.5,106,1.4,54.1
WV-007,Braxton County,54.9,114,1.8,53.1
WV-009,Brooke County,52.6,114,1.8,50.8
WV-011,Cabell County,56.5,118,2,54.5
WV-013,Calhoun County,54.8,114,1.9,52.9
WV-015,Clay County,55.2,111,1.7,53.5
WV-017,Doddridge County,54.2,116,2.1,52.1
WV-019,Fayette County,53.4,111,1.6,51.8
WV-021,Gilmer County,55,117,2.2,52.8
WV-023,Grant County,51.5,111,1.6,49.9
WV-025,Greenbrier County,51.3,113,1.8,49.5
WV-027,Hampshire County,53.3,113,1.7,51.6
WV-029,Hancock County,52,112,1.6,50.4
WV-031,Hardy County,52.6,115,1.7,50.9
WV-033,Harrison County,54.3,118,2.5,51.8
WV-035,Jackson County,55.3,114,1.7,53.6
WV-037,Jefferson County,55.2,120,2.6,52.6
WV-039,Kanawha County,55.8,105,1.5,54.3
WV-041,Lewis County,54.6,118,2.3,52.3
WV-043,Lincoln County,56.7,113,1.8,54.9
WV-045,Logan County,56.1,108,1.4,54.7
WV-047,McDowell County,54.5,100,1.4,53.1
WV-049,Marion County,53.4,115,1.9,51.5
WV-051,Marshall County,52.5,105,1.4,51.1
WV-053,Mason County,54.9,101,1,53.9
WV-055,Mercer County,52.5,98,1.1,51.4
WV-057,Mineral County,53.2,107,1.3,51.9
WV-059,Mingo County,56.7,111,1.5,55.2
WV-061,Monongalia County,52.8,113,1.7,51.1
WV-063,Monroe County,53.3,114,1.8,51.5
WV-065,Morgan County,53.8,116,2.1,51.7
WV-067,Nicholas County,52.7,111,1.8,50.9
WV-069,Ohio County,52.6,114,2,50.6
WV-071,Pendleton County,50.9,114,1.8,49.1
WV-073,Pleasants County,54.1,113,2,52.1
WV-075,Pocahontas County,48.6,116,1.8,46.8
WV-077,Preston County,50.8,115,2,48.8
WV-079,Putnam County,56.1,113,1.7,54.4
WV-081,Raleigh County,52.9,105,1.5,51.4
WV-083,Randolph County,49.5,119,2.3,47.2
WV-085,Ritchie County,54.4,116,2.1,52.3
WV-087,Roane County,55.1,113,1.7,53.4
WV-089,Summers County,53.8,112,1.6,52.2
WV-091,Taylor County,53.6,116,2.1,51.5
WV-093,Tucker County,49.1,115,2,47.1
WV-095,Tyler County,53.7,108,1.7,52
WV-097,Upshur County,53.2,119,2.4,50.8
WV-099,Wayne County,56.8,119,2.1,54.7
WV-101,Webster County,51.2,110,1.5,49.7
WV-103,Wetzel County,52.9,106,1.4,51.5
WV-105,Wirt County,54.9,117,2.1,52.8
WV-107,Wood County,55.1,119,2.2,52.9
WV-109,Wyoming County,54.2,97,1.3,52.9
WI-001,Adams County,45.4,107,1.9,43.5
WI-003,Ashland County,40,88,0.9,39.1
WI-005,Barron County,42.1,90,0.9,41.2
WI-007,Bayfield County,40.2,95,1.2,39
WI-009,Brown County,45.9,114,3,42.9
WI-011,Buffalo County,45.1,88,1,44.1
WI-013,Burnett County,41.9,93,1.3,40.6
WI-015,Calumet County,46.2,114,2.7,43.5
WI-017,Chippewa County,43.1,93,1.2,41.9
WI-019,Clark County,43.4,106,1.9,41.5
WI-021,Columbia County,47,110,2.3,44.7
WI-023,Crawford County,46.4,85,0.7,45.7
WI-025,Dane County,47.7,111,2.2,45.5
WI-027,Dodge County,46.6,107,1.7,44.9
WI-029,Door County,44.3,104,1.8,42.5
WI-031,Douglas County,40.4,94,1.3,39.1
WI-033,Dunn County,43.9,92,1.1,42.8
WI-035,Eau Claire County,44.1,101,1.6,42.5
WI-037,Florence County,41.1,110,2.2,38.9
WI-039,Fond du Lac County,46.2,108,2.1,44.1
WI-041,Forest County,40.3,104,1.6,38.7
WI-043,Grant County,47,89,0.7,46.3
WI-045,Green County,47.9,106,1.7,46.2
WI-047,Green Lake County,46.6,112,2.2,44.4
WI-049,Iowa County,47,105,1.6,45.4
WI-051,Iron County,39.2,87,0.7,38.5
WI-053,Jackson County,44.8,108,2,42.8
WI-055,Jefferson County,47.6,104,1.6,46
WI-057,Juneau County,45.2,104,1.7,43.5
WI-059,Kenosha County,49.3,116,2.2,47.1
WI-061,Kewaunee County,45.2,114,2.4,42.8
WI-063,La Crosse County,45.5,89,0.9,44.6
WI-065,Lafayette County,47.4,104,1.4,46
WI-067,Langlade County,41.1,102,1.7,39.4
WI-069,Lincoln County,41.5,103,1.6,39.9
WI-071,Manitowoc County,45.9,115,2.5,43.4
WI-073,Marathon County,43,105,2,41
WI-075,Marinette County,43.2,107,1.8,41.4
WI-077,Marquette County,46.5,111,2.2,44.3
WI-078,Menominee County,43.3,108,2.2,41.1
WI-079,Milwaukee County,49,118,2.7,46.3
WI-081,Monroe County,44.4,95,1.1,43.3
WI-083,Oconto County,43.9,111,2,41.9
WI-085,Oneida County,40.1,88,1,39.1
WI-087,Outagamie County,46.1,115,2.8,43.3
WI-089,Ozaukee County,47.3,114,2.2,45.1
WI-091,Pepin County,44.9,87,0.9,44
WI-093,Pierce County,44.2,84,0.8,43.4
WI-095,Polk County,42.7,91,1.1,41.6
WI-097,Portage County,44.5,107,2.1,42.4
WI-099,Price County,40.4,98,1.3,39.1
WI-101,Racine County,48.9,114,2.2,46.7
WI-103,Richland County,46.3,98,1.2,45.1
WI-105,Rock County,48.3,105,1.6,46.7
WI-107,Rusk County,41.8,91,1,40.8
WI-109,St. Croix County,43.7,90,1.1,42.6
WI-111,Sauk County,46.3,100,1.6,44.7
WI-113,Sawyer County,40.7,101,1.5,39.2
WI-115,Shawano County,44.3,113,2.4,41.9
WI-117,Sheboygan County,46.6,115,2.5,44.1
WI-119,Taylor County,41.8,102,1.5,40.3
WI-121,Trempealeau County,45,96,1.4,43.6
WI-123,Vernon County,45,84,0.6,44.4
WI-125,Vilas County,39.2,87,1,38.2
WI-127,Walworth County,48,105,1.6,46.4
WI-129,Washburn County,41.1,94,1.2,39.9
WI-131,Washington County,46.3,106,1.8,44.5
WI-133,Waukesha County,47.7,112,2.1,45.6
WI-135,Waupaca County,45.7,114,2.6,43.1
WI-137,Waushara County,45.9,114,2.4,43.5
WI-139,Winnebago County,46.6,114,2.4,44.2
WI-141,Wood County,44.3,106,1.8,42.5
WY-001,Albany County,41,100,1.6,39.4
WY-003,Big Horn County,42.5,84,1.1,41.4
WY-005,Campbell County,44.5,82,0.9,43.6
WY-007,Carbon County,41.3,93,1,40.3
WY-009,Converse County,44.2,77,0.5,43.7
WY-011,Crook County,43.8,83,0.7,43.1
WY-013,Fremont County,40.1,64,0.3,39.8
WY-015,Goshen County,47.5,100,1.6,45.9
WY-017,Hot Springs County,42.6,68,0.3,42.3
WY-019,Johnson County,43,73,0.4,42.6
WY-021,Laramie County,46,102,1.8,44.2
WY-023,Lincoln County,38.4,93,1.1,37.3
WY-025,Natrona County,42.9,66,0.2,42.7
WY-027,Niobrara County,45.9,93,1.1,44.8
WY-029,Park County,38.4,87,0.9,37.5
WY-031,Platte County,46.7,97,1.4,45.3
WY-033,Sheridan County,42.6,82,0.8,41.8
WY-035,Sublette County,35.5,84,0.8,34.7
WY-037,Sweetwater County,41.3,76,0.6,40.7
WY-039,Teton County,34.9,81,0.5,34.4
WY-041,Uinta County,39.8,80,0.7,39.1
WY-043,Washakie County,43.8,67,0.3,43.5
WY-045,Weston County,44.7,91,1,43.7
AK-013,Aleutians East Borough,39.3,86,2.7,36.6
AK-016,Aleutians West Census Area,39.8,87,1.9,37.9
AK-020,Anchorage Municipality,34.5,90,3,31.5
AK-050,Bethel Census Area,33.3,89,4.2,29.1
AK-060,Bristol Bay Borough,38.5,88,4.3,34.2
AK-063,Chugach Census Area,34.7,92,2.9,31.8
AK-066,Copper River Census Area,27,92,3.2,23.8
AK-068,Denali Borough,28.2,86,3,25.2
AK-070,Dillingham Census Area,36.4,89,4.6,31.8
AK-090,Fairbanks North Star Borough,28.8,79,2.4,26.4
AK-100,Haines Borough,35.2,87,2,33.2
AK-105,Hoonah-Angoon Census Area,38.1,87,1.8,36.3
AK-110,Juneau City and Borough,34.8,81,1.4,33.4
AK-122,Kenai Peninsula Borough,35.8,89,3.6,32.2
AK-130,Ketchikan Gateway Borough,40.9,74,1.1,39.8
AK-150,Kodiak Island Borough,40.6,94,4.1,36.5
AK-158,Kusilvak Census Area,32,87,3.9,28.1
AK-164,Lake and Peninsula Borough,37.7,88,3.9,33.8
AK-170,Matanuska-Susitna Borough,31.2,92,3.2,28
AK-180,Nome Census Area,27.5,87,4,23.5
AK-185,North Slope Borough,17.7,91,4.4,13.3
AK-188,Northwest Arctic Borough,24.5,87,3.9,20.6
AK-195,Petersburg Borough,37.1,78,1.3,35.8
AK-198,Prince of Wales-Hyder Census Area,43.5,75,1.1,42.4
AK-220,Sitka City and Borough,41.6,91,2.1,39.5
AK-230,Skagway Municipality,32.2,87,2.2,30
AK-240,Southeast Fairbanks Census Area,26,79,2.4,23.6
AK-275,Wrangell City and Borough,40.5,74,1.1,39.4
AK-282,Yakutat City and Borough,34.8,90,2.9,31.9
AK-290,Yukon-Koyukuk Census Area,27,88,3.2,23.8
