Location ID,Location,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
AL-001,Autauga County,65.7,119,1.8,63.9
AL-003,Baldwin County,68.8,125,2,66.8
AL-005,Barbour County,66,107,1.2,64.8
AL-007,Bibb County,64.1,109,1.4,62.7
AL-009,Blount County,62.8,121,2.2,60.6
AL-011,Bullock County,65.5,108,1.4,64.1
AL-013,Butler County,65.7,100,1.1,64.6
AL-015,Calhoun County,63.1,120,2.1,61
AL-017,Chambers County,62.9,108,1.4,61.5
AL-019,Cherokee County,62.3,113,1.7,60.6
AL-021,Chilton County,64.5,119,1.8,62.7
AL-023,Choctaw County,66.2,115,1.7,64.5
AL-025,Clarke County,66.3,110,1.5,64.8
AL-027,Clay County,62.4,118,1.7,60.7
AL-029,Cleburne County,62.2,122,2.3,59.9
AL-031,Coffee County,66.9,113,1.5,65.4
AL-033,Colbert County,61.9,120,1.9,60
AL-035,Conecuh County,66.4,97,1,65.4
AL-037,Coosa County,63.9,115,1.6,62.3
AL-039,Covington County,67,110,1.5,65.5
AL-041,Crenshaw County,65.8,106,1.4,64.4
AL-043,Cullman County,62.4,121,2.1,60.3
AL-045,Dale County,67.1,113,1.5,65.6
AL-047,Dallas County,65.9,114,1.5,64.4
AL-049,DeKalb County,60.5,105,1.2,59.3
AL-051,Elmore County,65.2,109,1.5,63.7
AL-053,Escambia County,67.3,110,1.3,66
AL-055,Etowah County,62.8,116,1.9,60.9
AL-057,Fayette County,63.4,111,1.5,61.9
AL-059,Franklin County,62,121,2,60
AL-061,Geneva County,67.5,111,1.4,66.1
AL-063,Greene County,64.8,100,0.9,63.9
AL-065,Hale County,64.5,95,0.8,63.7
AL-067,Henry County,67.1,112,1.4,65.7
AL-069,Houston County,67.7,106,1.2,66.5
AL-071,Jackson County,60.7,105,1.3,59.4
AL-073,Jefferson County,63.5,115,1.7,61.8
AL-075,Lamar County,64,118,1.9,62.1
AL-077,Lauderdale County,61,112,1.5,59.5
AL-079,Lawrence County,61.3,108,1.2,60.1
AL-081,Lee County,63.8,92,0.8,63
AL-083,Limestone County,60.9,96,1.1,59.8
AL-085,Lowndes County,66.2,114,1.6,64.6
AL-087,Macon County,65,98,1,64
AL-089,Madison County,61.4,109,1.5,59.9
AL-091,Marengo County,65.4,102,1.1,64.3
AL-093,Marion County,62.6,120,1.8,60.8
AL-095,Marshall County,62.1,116,1.8,60.3
AL-097,Mobile County,68.5,124,2.1,66.4
AL-099,Monroe County,66.4,104,1.3,65.1
AL-101,Montgomery County,66.1,112,1.6,64.5
AL-103,Morgan County,61.9,113,1.7,60.2
AL-105,Perry County,64.7,104,1.1,63.6
AL-107,Pickens County,64.7,114,1.7,63
AL-109,Pike County,66.1,112,1.5,64.6
AL-111,Randolph County,62.5,120,2,60.5
AL-113,Russell County,64.9,88,0.7,64.2
AL-115,St. Clair County,62.9,114,1.7,61.2
AL-117,Shelby County,63.7,115,1.7,62
AL-119,Sumter County,65.2,104,1.2,64
AL-121,Talladega County,63.4,117,1.6,61.8
AL-123,Tallapoosa County,63.3,107,1.2,62.1
AL-125,Tuscaloosa County,64.2,107,1.1,63.1
AL-127,Walker County,63,113,1.4,61.6
AL-129,Washington County,67,115,1.6,65.4
AL-131,Wilcox County,66.1,109,1.4,64.7
AL-133,Winston County,61.6,111,1.3,60.3
AZ-001,Apache County,50.9,104,1.2,49.7
AZ-003,Cochise County,61,87,0.7,60.3
AZ-005,Coconino County,53.4,109,1.7,51.7
AZ-007,Gila County,60.4,108,1.9,58.5
AZ-009,Graham County,61.6,106,1.3,60.3
AZ-011,Greenlee County,56.9,104,1.2,55.7
AZ-012,La Paz County,72.2,109,1.9,70.3
AZ-013,Maricopa County,71,106,1.9,69.1
AZ-015,Mohave County,63.2,109,1.8,61.4
AZ-017,Navajo County,52.5,107,1.3,51.2
AZ-019,Pima County,68,104,1.5,66.5
AZ-021,Pinal County,69.3,102,1.6,67.7
AZ-023,Santa Cruz County,60.3,79,0.4,59.9
AZ-025,Yavapai County,60.1,109,1.9,58.2
AZ-027,Yuma County,73.4,119,2.5,70.9
AR-001,Arkansas County,63.7,116,1.5,62.2
AR-003,Ashley County,65.1,120,1.9,63.2
AR-005,Baxter County,58.7,113,1.6,57.1
AR-007,Benton County,58.7,107,1.4,57.3
AR-009,Boone County,58.5,118,1.7,56.8
AR-011,Bradley County,64.2,114,1.5,62.7
AR-013,Calhoun County,63.8,107,1.1,62.7
AR-015,Carroll County,58.1,104,1.2,56.9
AR-017,Chicot County,65.2,118,1.7,63.5
AR-019,Clark County,63,98,0.9,62.1
AR-021,Clay County,59.9,103,1.2,58.7
AR-023,Cleburne County,60.4,112,1.6,58.8
AR-025,Cleveland County,63.3,102,1,62.3
AR-027,Columbia County,64.4,108,1.1,63.3
AR-029,Conway County,61.6,113,1.4,60.2
AR-031,Craighead County,60.7,105,1.3,59.4
AR-033,Crawford County,60.8,113,1.5,59.3
AR-035,Crittenden County,62.6,110,1.4,61.2
AR-037,Cross County,61.8,101,1.1,60.7
AR-039,Dallas County,63,95,0.8,62.2
AR-041,Desha County,63.9,107,1.2,62.7
AR-043,Drew County,64.3,116,1.5,62.8
AR-045,Faulkner County,61.6,106,1,60.6
AR-047,Franklin County,60.6,112,1.4,59.2
AR-049,Fulton County,58.5,115,2,56.5
AR-051,Garland County,61.9,103,1.2,60.7
AR-053,Grant County,63,101,0.9,62.1
AR-055,Greene County,60.2,107,1.3,58.9
AR-057,Hempstead County,63.9,113,1.3,62.6
AR-059,Hot Spring County,62.7,101,1,61.7
AR-061,Howard County,62.5,110,1.3,61.2
AR-063,Independence County,59.9,101,1.2,58.7
AR-065,Izard County,58.7,105,1.2,57.5
AR-067,Jackson County,60.6,100,1.1,59.5
AR-069,Jefferson County,63.2,105,1.1,62.1
AR-071,Johnson County,60,114,1.4,58.6
AR-073,Lafayette County,65.2,120,1.7,63.5
AR-075,Lawrence County,59.7,95,1,58.7
AR-077,Lee County,63.1,113,1.6,61.5
AR-079,Lincoln County,63.6,106,1.2,62.4
AR-081,Little River County,64.8,123,2.2,62.6
AR-083,Logan County,61.4,111,1.3,60.1
AR-085,Lonoke County,62.7,107,1.2,61.5
AR-087,Madison County,57.9,110,1.4,56.5
AR-089,Marion County,58.8,118,1.7,57.1
AR-091,Miller County,65.8,124,2.2,63.6
AR-093,Mississippi County,61.1,93,1,60.1
AR-095,Monroe County,63.3,116,1.7,61.6
AR-097,Montgomery County,61.7,115,1.6,60.1
AR-099,Nevada County,63.7,102,1,62.7
AR-101,Newton County,57.7,108,1.3,56.4
AR-103,Ouachita County,63.8,99,0.7,63.1
AR-105,Perry County,62,109,1.3,60.7
AR-107,Phillips County,63.5,113,1.6,61.9
AR-109,Pike County,62.4,106,1.2,61.2
AR-111,Poinsett County,61.2,101,1.1,60.1
AR-113,Polk County,60.9,116,1.6,59.3
AR-115,Pope County,60.4,113,1.3,59.1
AR-117,Prairie County,63,112,1.5,61.5
AR-119,Pulaski County,62.4,100,1,61.4
AR-121,Randolph County,59.4,109,1.4,58
AR-123,St. Francis County,62.6,109,1.3,61.3
AR-125,Saline County,62.2,103,1,61.2
AR-127,Scott County,61.4,116,1.6,59.8
AR-129,Searcy County,58.3,109,1.2,57.1
AR-131,Sebastian County,62.1,115,1.8,60.3
AR-133,Sevier County,63.4,119,1.7,61.7
AR-135,Sharp County,58.6,102,1.2,57.4
AR-137,Stone County,59,108,1.4,57.6
AR-139,Union County,64.6,113,1.3,63.3
AR-141,Van Buren County,59.5,111,1.3,58.2
AR-143,Washington County,58.8,111,1.5,57.3
AR-145,White County,61.7,108,1.3,60.4
AR-147,Woodruff County,61.9,104,1.1,60.8
AR-149,Yell County,61.8,109,1.3,60.5
CA-001,Alameda County,60.5,124,2.6,57.9
CA-003,Alpine County,45,116,1.7,43.3
CA-005,Amador County,59.6,122,2.4,57.2
CA-007,Butte County,61.7,125,2.9,58.8
CA-009,Calaveras County,60,122,2.3,57.7
CA-011,Colusa County,62.6,122,2.2,60.4
CA-013,Contra Costa County,61.5,124,2.7,58.8
CA-015,Del Norte County,52.5,109,1.7,50.8
CA-017,El Dorado County,55.2,120,1.9,53.3
CA-019,Fresno County,57.2,122,2.8,54.4
CA-021,Glenn County,61.8,124,2.5,59.3
CA-023,Humboldt County,54.3,107,1.4,52.9
CA-025,Imperial County,74.9,120,2.7,72.2
CA-027,Inyo County,62.1,119,2.6,59.5
CA-029,Kern County,63.2,120,2.7,60.5
CA-031,Kings County,65.2,123,2.7,62.5
CA-033,Lake County,58.2,121,1.9,56.3
CA-035,Lassen County,47.5,107,1.4,46.1
CA-037,Los Angeles County,63.3,123,3.4,59.9
CA-039,Madera County,57.7,122,2.6,55.1
CA-041,Marin County,56.7,118,1.8,54.9
CA-043,Mariposa County,56.6,118,2.1,54.5
CA-045,Mendocino County,56.1,114,1.3,54.8
CA-047,Merced County,63.6,124,2.6,61
CA-049,Modoc County,47.7,116,2.2,45.5
CA-051,Mono County,45,114,1.8,43.2
CA-053,Monterey County,59.4,117,2.2,57.2
CA-055,Napa County,60.5,121,2.3,58.2
CA-057,Nevada County,53.3,117,1.6,51.7
CA-059,Orange County,65.8,123,3.4,62.4
CA-061,Placer County,54.8,118,1.7,53.1
CA-063,Plumas County,48.2,110,1.4,46.8
CA-065,Riverside County,69.5,120,2.7,66.8
CA-067,Sacramento County,63.6,124,2.5,61.1
CA-069,San Benito County,59.7,116,2.3,57.4
CA-071,San Bernardino County,67.6,119,2.6,65
CA-073,San Diego County,63.9,119,2.7,61.2
CA-075,San Francisco County,57.5,112,1.7,55.8
CA-077,San Joaquin County,63.7,124,2.9,60.8
CA-079,San Luis Obispo County,60.6,120,2.6,58
CA-081,San Mateo County,57.6,119,2.2,55.4
CA-083,Santa Barbara County,59.6,121,3,56.6
CA-085,Santa Clara County,59.2,117,2.4,56.8
CA-087,Santa Cruz County,57.6,113,1.9,55.7
CA-089,Shasta County,56.6,122,2.3,54.3
CA-091,Sierra County,47.9,112,1.5,46.4
CA-093,Siskiyou County,50.2,120,2.3,47.9
CA-095,Solano County,62.1,123,2.4,59.7
CA-097,Sonoma County,57.7,114,1.7,56
CA-099,Stanislaus County,62.9,122,2.6,60.3
CA-101,Sutter County,64.2,123,2.4,61.8
CA-103,Tehama County,60.4,122,2.5,57.9
CA-105,Trinity County,53.6,118,2,51.6
CA-107,Tulare County,55.7,122,2.4,53.3
CA-109,Tuolumne County,51.3,118,1.7,49.6
CA-111,Ventura County,59.1,121,3.1,56
CA-113,Yolo County,63,121,2.2,60.8
CA-115,Yuba County,62.2,123,2.4,59.8
CO-001,Adams County,49.6,94,1.1,48.5
CO-003,Alamosa County,44,118,2.2,41.8
CO-005,Arapahoe County,49.1,92,0.9,48.2
CO-007,Archuleta County,44,110,1.5,42.5
CO-009,Baca County,54,89,0.9,53.1
CO-011,Bent County,53.4,85,0.7,52.7
CO-013,Boulder County,44.7,94,0.9,43.8
CO-014,Broomfield County,50.7,96,1.1,49.6
CO-015,Chaffee County,38.3,94,0.9,37.4
CO-017,Cheyenne County,51.7,93,1.2,50.5
CO-019,Clear Creek County,37.3,93,0.9,36.4
CO-021,Conejos County,41,112,1.7,39.3
CO-023,Costilla County,42.7,114,1.8,40.9
CO-025,Crowley County,51.9,92,1.1,50.8
CO-027,Custer County,41.8,100,1.2,40.6
CO-029,Delta County,47.2,108,2.2,45
CO-031,Denver County,50.7,94,1.1,49.6
CO-033,Dolores County,43.7,110,2,41.7
CO-035,Douglas County,47.1,92,0.7,46.4
CO-037,Eagle County,39.3,91,0.9,38.4
CO-039,Elbert County,47.9,101,1.2,46.7
CO-041,El Paso County,48,97,1,47
CO-043,Fremont County,45.6,89,0.7,44.9
CO-045,Garfield County,43.7,102,1.6,42.1
CO-047,Gilpin County,39.1,80,0.5,38.6
CO-049,Grand County,37.1,93,0.8,36.3
CO-051,Gunnison County,38.6,102,1.6,37
CO-053,Hinsdale County,36.4,115,2,34.4
CO-055,Huerfano County,47.2,98,1.2,46
CO-057,Jackson County,36.3,79,0.7,35.6
CO-059,Jefferson County,46,77,0.5,45.5
CO-061,Kiowa County,52.2,78,0.6,51.6
CO-063,Kit Carson County,51.4,101,1.4,50
CO-065,Lake County,34.8,98,1,33.8
CO-067,La Plata County,45.5,113,2.1,43.4
CO-069,Larimer County,42.1,93,1.2,40.9
CO-071,Las Animas County,51,87,0.7,50.3
CO-073,Lincoln County,49.9,97,1.1,48.8
CO-075,Logan County,49.7,88,0.8,48.9
CO-077,Mesa County,48.1,112,2.5,45.6
CO-079,Mineral County,37.2,113,1.9,35.3
CO-081,Moffat County,43.6,90,1.2,42.4
CO-083,Montezuma County,49.5,116,2.1,47.4
CO-085,Montrose County,48.2,110,2.6,45.6
CO-087,Morgan County,49.6,97,1.7,47.9
CO-089,Otero County,53.1,84,0.8,52.3
CO-091,Ouray County,42.2,116,2.5,39.7
CO-093,Park County,38.3,88,0.6,37.7
CO-095,Phillips County,50.4,99,1.4,49
CO-097,Pitkin County,37.9,96,1.1,36.8
CO-099,Prowers County,53.5,78,0.5,53
CO-101,Pueblo County,52.2,93,0.9,51.3
CO-103,Rio Blanco County,44.2,96,1.5,42.7
CO-105,Rio Grande County,41,121,2.6,38.4
CO-107,Routt County,39.6,98,1.1,38.5
CO-109,Saguache County,39.8,106,1.3,38.5
CO-111,San Juan County,35.6,117,2.3,33.3
CO-113,San Miguel County,45.3,109,2.2,43.1
CO-115,Sedgwick County,50,86,1,49
CO-117,Summit County,35.6,96,0.8,34.8
CO-119,Teller County,40.3,87,0.7,39.6
CO-121,Washington County,49.4,85,0.7,48.7
CO-123,Weld County,49,98,1.5,47.5
CO-125,Yuma County,51,93,1.3,49.7
CT-001,Fairfield County,53.2,126,3.9,49.3
CT-003,Hartford County,52.5,128,4.1,48.4
CT-005,Litchfield County,49.9,126,3.9,46
CT-007,Middlesex County,52.8,126,3.9,48.9
CT-009,New Haven County,52.5,125,3.6,48.9
CT-011,New London County,52.9,127,4.2,48.7
CT-013,Tolland County,51.4,127,4,47.4
CT-015,Windham County,51.6,128,4,47.6
DE-001,Kent County,57.2,123,3.2,54
DE-003,New Castle County,56.7,125,3.4,53.3
DE-005,Sussex County,57.9,122,3.2,54.7
FL-001,Alachua County,70.6,118,1.9,68.7
FL-003,Baker County,69.2,118,1.9,67.3
FL-005,Bay County,69.7,123,2.3,67.4
FL-007,Bradford County,70.2,118,2,68.2
FL-009,Brevard County,74.1,123,2.5,71.6
FL-011,Broward County,77.4,127,3.3,74.1
FL-013,Calhoun County,68.9,120,2,66.9
FL-015,Charlotte County,74.4,113,1.6,72.8
FL-017,Citrus County,73.1,126,3.3,69.8
FL-019,Clay County,71.2,123,2.8,68.4
FL-021,Collier County,76.6,126,2.6,74
FL-023,Columbia County,69.1,117,1.6,67.5
FL-027,DeSoto County,74.1,119,2,72.1
FL-029,Dixie County,70.7,124,2.6,68.1
FL-031,Duval County,70.8,122,2.9,67.9
FL-033,Escambia County,69.2,126,2.2,67
FL-035,Flagler County,73,127,3.5,69.5
FL-037,Franklin County,69.6,116,1.8,67.8
FL-039,Gadsden County,68.6,118,1.9,66.7
FL-041,Gilchrist County,70.3,120,2.3,68
FL-043,Glades County,75,123,2.5,72.5
FL-045,Gulf County,69.5,120,2.3,67.2
FL-047,Hamilton County,68.7,118,1.6,67.1
FL-049,Hardee County,74.3,125,2.7,71.6
FL-051,Hendry County,75.6,123,2.5,73.1
FL-053,Hernando County,73.5,125,3.4,70.1
FL-055,Highlands County,74.7,125,2.8,71.9
FL-057,Hillsborough County,74.5,125,3.2,71.3
FL-059,Holmes County,67.9,113,1.5,66.4
FL-061,Indian River County,74.6,127,2.9,71.7
FL-063,Jackson County,68.3,112,1.3,67
FL-065,Jefferson County,69.3,123,2.3,67
FL-067,Lafayette County,70,123,2.4,67.6
FL-069,Lake County,73.8,127,3.4,70.4
FL-071,Lee County,75.4,117,2,73.4
FL-073,Leon County,69.1,121,2.1,67
FL-075,Levy County,71.5,123,2.8,68.7
FL-077,Liberty County,69.1,120,2.1,67
FL-079,Madison County,69.3,124,2.4,66.9
FL-081,Manatee County,74,120,2.3,71.7
FL-083,Marion County,72.4,125,2.9,69.5
FL-085,Martin County,76.3,126,3.5,72.8
FL-086,Miami-Dade County,78,126,3.7,74.3
FL-087,Monroe County,78.3,126,3.4,74.9
FL-089,Nassau County,69.8,120,2.5,67.3
FL-091,Okaloosa County,69.1,127,2.5,66.6
FL-093,Okeechobee County,74.9,126,2.9,72
FL-095,Orange County,74.5,126,3.2,71.3
FL-097,Osceola County,74.8,126,3.1,71.7
FL-099,Palm Beach County,76.7,127,3.3,73.4
FL-101,Pasco County,73.6,125,3.2,70.4
FL-103,Pinellas County,74.6,123,2.8,71.8
FL-105,Polk County,74.7,126,3.2,71.5
FL-107,Putnam County,72.3,127,3.1,69.2
FL-109,St. Johns County,72.3,127,3.5,68.8
FL-111,St. Lucie County,75.5,127,3.1,72.4
FL-113,Santa Rosa County,69.2,127,2.3,66.9
FL-115,Sarasota County,73.6,108,1.3,72.3
FL-117,Seminole County,74.2,126,3,71.2
FL-119,Sumter County,73.4,126,3.3,70.1
FL-121,Suwannee County,69.4,119,1.9,67.5
FL-123,Taylor County,70.3,124,2.7,67.6
FL-125,Union County,69.6,118,1.7,67.9
FL-127,Volusia County,73.5,126,3.2,70.3
FL-129,Wakulla County,69.5,120,2.1,67.4
FL-131,Walton County,68.8,124,2.3,66.5
FL-133,Washington County,68.6,118,1.7,66.9
GA-001,Appling County,67.8,120,1.9,65.9
GA-003,Atkinson County,67.8,117,1.8,66
GA-005,Bacon County,67.9,119,1.9,66
GA-007,Baker County,67.7,115,1.6,66.1
GA-009,Baldwin County,65.3,121,2,63.3
GA-011,Banks County,62.2,121,1.8,60.4
GA-013,Barrow County,62.5,122,1.9,60.6
GA-015,Bartow County,61.7,114,1.5,60.2
GA-017,Ben Hill County,67.2,119,2.1,65.1
GA-019,Berrien County,67.3,113,1.5,65.8
GA-021,Bibb County,65.6,122,2.2,63.4
GA-023,Bleckley County,66.3,118,1.9,64.4
GA-025,Brantley County,68.2,119,2,66.2
GA-027,Brooks County,67.8,115,1.6,66.2
GA-029,Bryan County,67.9,118,1.9,66
GA-031,Bulloch County,67.2,124,2.2,65
GA-033,Burke County,65.8,121,2.3,63.5
GA-035,Butts County,64.8,125,2.9,61.9
GA-037,Calhoun County,67.3,116,1.6,65.7
GA-039,Camden County,69.2,120,2.2,67
GA-043,Candler County,67.1,124,2.1,65
GA-045,Carroll County,62.3,122,2.6,59.7
GA-047,Catoosa County,61.2,114,1.9,59.3
GA-049,Charlton County,68.9,118,2.1,66.8
GA-051,Chatham County,68.1,118,2,66.1
GA-053,Chattahoochee County,65.1,101,1,64.1
GA-055,Chattooga County,61.3,109,1.4,59.9
GA-057,Cherokee County,61,116,1.6,59.4
GA-059,Clarke County,62.9,118,1.9,61
GA-061,Clay County,66.8,112,1.4,65.4
GA-063,Clayton County,64.2,126,3.1,61.1
GA-065,Clinch County,68.2,115,1.7,66.5
GA-067,Cobb County,62.4,121,2.3,60.1
GA-069,Coffee County,67.6,120,2,65.6
GA-071,Colquitt County,67.1,113,1.4,65.7
GA-073,Columbia County,65,122,2.2,62.8
GA-075,Cook County,67.2,112,1.4,65.8
GA-077,Coweta County,63.7,124,2.7,61
GA-079,Crawford County,65.3,123,2.1,63.2
GA-081,Crisp County,67.1,124,2.6,64.5
GA-083,Dade County,60,107,1.4,58.6
GA-085,Dawson County,59.7,115,1.4,58.3
GA-087,Decatur County,68.2,114,1.6,66.6
GA-089,DeKalb County,63.3,125,2.8,60.5
GA-091,Dodge County,66.6,115,1.8,64.8
GA-093,Dooly County,66.7,124,2.4,64.3
GA-095,Dougherty County,67.7,117,1.9,65.8
GA-097,Douglas County,62.8,124,2.7,60.1
GA-099,Early County,67.5,113,1.4,66.1
GA-101,Echols County,68.2,115,1.5,66.7
GA-103,Effingham County,67.4,124,2.2,65.2
GA-105,Elbert County,62.8,119,1.9,60.9
GA-107,Emanuel County,66.4,121,1.9,64.5
GA-109,Evans County,67.6,120,1.9,65.7
GA-111,Fannin County,57.3,106,1.3,56
GA-113,Fayette County,64.3,126,3.1,61.2
GA-115,Floyd County,62,113,1.6,60.4
GA-117,Forsyth County,61,118,1.7,59.3
GA-119,Franklin County,62.2,120,1.7,60.5
GA-121,Fulton County,63,125,2.7,60.3
GA-123,Gilmer County,58.2,105,1.3,56.9
GA-125,Glascock County,64.6,118,1.8,62.8
GA-127,Glynn County,68.9,118,2,66.9
GA-129,Gordon County,61.5,110,1.4,60.1
GA-131,Grady County,68,116,1.7,66.3
GA-133,Greene County,63.9,122,2,61.9
GA-135,Gwinnett County,62.3,122,2.2,60.1
GA-137,Habersham County,60.2,120,1.7,58.5
GA-139,Hall County,61.3,118,1.8,59.5
GA-141,Hancock County,64.6,121,1.9,62.7
GA-143,Haralson County,61.7,121,2.4,59.3
GA-145,Harris County,63.8,110,1.4,62.4
GA-147,Hart County,62.3,120,1.9,60.4
GA-149,Heard County,63.2,122,2.3,60.9
GA-151,Henry County,64.5,126,3,61.5
GA-153,Houston County,66.2,122,2.1,64.1
GA-155,Irwin County,67.1,117,1.9,65.2
GA-157,Jackson County,62.5,120,1.9,60.6
GA-159,Jasper County,64.5,124,2.7,61.8
GA-161,Jeff Davis County,67.5,123,2,65.5
GA-163,Jefferson County,65.1,119,1.8,63.3
GA-165,Jenkins County,66.3,121,2.4,63.9
GA-167,Johnson County,65.8,117,1.7,64.1
GA-169,Jones County,65.1,122,2.3,62.8
GA-171,Lamar County,64.6,124,2.6,62
GA-173,Lanier County,67.6,114,1.5,66.1
GA-175,Laurens County,66.4,116,1.7,64.7
GA-177,Lee County,67.4,122,2.3,65.1
GA-179,Liberty County,68.1,118,1.8,66.3
GA-181,Lincoln County,63.9,119,1.8,62.1
GA-183,Long County,68.1,117,1.8,66.3
GA-185,Lowndes County,67.8,113,1.6,66.2
GA-187,Lumpkin County,59,117,1.6,57.4
GA-189,McDuffie County,64.4,121,2,62.4
GA-191,McIntosh County,68.4,115,1.6,66.8
GA-193,Macon County,66,122,2.1,63.9
GA-195,Madison County,62.5,120,1.9,60.6
GA-197,Marion County,65,112,1.4,63.6
GA-199,Meriwether County,63.8,122,2.2,61.6
GA-201,Miller County,67.8,112,1.5,66.3
GA-205,Mitchell County,67.6,115,1.5,66.1
GA-207,Monroe County,64.9,124,2.5,62.4
GA-209,Montgomery County,67.1,119,1.9,65.2
GA-211,Morgan County,63.8,122,2.3,61.5
GA-213,Murray County,60.5,112,1.5,59
GA-215,Muscogee County,64.9,102,1.1,63.8
GA-217,Newton County,64,124,2.7,61.3
GA-219,Oconee County,63.2,121,2,61.2
GA-221,Oglethorpe County,63,118,1.9,61.1
GA-223,Paulding County,62.1,121,2.2,59.9
GA-225,Peach County,65.7,122,2.1,63.6
GA-227,Pickens County,59.8,108,1.3,58.5
GA-229,Pierce County,68.2,120,2,66.2
GA-231,Pike County,64.5,125,2.6,61.9
GA-233,Polk County,62.3,121,2.3,60
GA-235,Pulaski County,66.6,118,2,64.6
GA-237,Putnam County,64.6,122,2.3,62.3
GA-239,Quitman County,66,105,1.2,64.8
GA-241,Rabun County,57.7,114,1.5,56.2
GA-243,Randolph County,66.3,112,1.5,64.8
GA-245,Richmond County,65.8,123,2.4,63.4
GA-247,Rockdale County,63.8,125,2.8,61
GA-249,Schley County,65.7,118,1.9,63.8
GA-251,Screven County,66.5,123,2.3,64.2
GA-253,Seminole County,68.1,109,1.4,66.7
GA-255,Spalding County,64.7,126,2.9,61.8
GA-257,Stephens County,61.6,112,1.4,60.2
GA-259,Stewart County,65.4,104,1.2,64.2
GA-261,Sumter County,66.7,124,2.2,64.5
GA-263,Talbot County,64.3,116,1.6,62.7
GA-265,Taliaferro County,63.8,123,1.9,61.9
GA-267,Tattnall County,67.7,119,1.9,65.8
GA-269,Taylor County,65.1,119,1.8,63.3
GA-271,Telfair County,67.2,119,2,65.2
GA-273,Terrell County,67,119,2,65
GA-275,Thomas County,67.9,117,1.7,66.2
GA-277,Tift County,66.8,115,1.6,65.2
GA-279,Toombs County,67.4,121,1.9,65.5
GA-281,Towns County,57,119,1.8,55.2
GA-283,Treutlen County,66.6,118,1.8,64.8
GA-285,Troup County,63.5,118,1.9,61.6
GA-287,Turner County,66.8,122,2.1,64.7
GA-289,Twiggs County,66,122,2,64
GA-291,Union County,57,113,1.6,55.4
GA-293,Upson County,64.6,123,2.1,62.5
GA-295,Walker County,60.7,111,1.6,59.1
GA-297,Walton County,63,124,2.2,60.8
GA-299,Ware County,68.4,117,2,66.4
GA-301,Warren County,64.2,121,1.9,62.3
GA-303,Washington County,65.4,118,1.7,63.7
GA-305,Wayne County,68.1,118,1.9,66.2
GA-307,Webster County,65.8,114,1.6,64.2
GA-309,Wheeler County,67.2,120,1.9,65.3
GA-311,White County,59.3,120,1.8,57.5
GA-313,Whitfield County,61.2,111,1.8,59.4
GA-315,Wilcox County,66.9,120,2.2,64.7
GA-317,Wilkes County,63.4,117,1.9,61.5
GA-319,Wilkinson County,65.9,119,1.9,64
GA-321,Worth County,67.1,122,1.9,65.2
ID-001,Ada County,51.5,79,0.5,51
ID-003,Adams County,43.5,76,0.6,42.9
ID-005,Bannock County,44.8,88,0.8,44
ID-007,Bear Lake County,40.1,84,0.9,39.2
ID-009,Benewah County,46.2,108,1.5,44.7
ID-011,Bingham County,43.6,62,0.2,43.4
ID-013,Blaine County,41.8,82,0.6,41.2
ID-015,Boise County,43.5,87,0.8,42.7
ID-017,Bonner County,43.8,100,1.3,42.5
ID-019,Bonneville County,41.7,85,0.8,40.9
ID-021,Boundary County,41.5,101,1.4,40.1
ID-023,Butte County,40.4,43,-0.2,40.6
ID-025,Camas County,41.9,108,1.7,40.2
ID-027,Canyon County,51.8,76,0.6,51.2
ID-029,Caribou County,41.3,75,0.5,40.8
ID-031,Cassia County,45.9,81,0.7,45.2
ID-033,Clark County,39.6,82,0.6,39
ID-035,Clearwater County,44,95,1,43
ID-037,Custer County,38,89,0.9,37.1
ID-039,Elmore County,47.3,105,1.3,46
ID-041,Franklin County,44.1,91,1.2,42.9
ID-043,Fremont County,39.2,85,0.7,38.5
ID-045,Gem County,48.9,75,0.5,48.4
ID-047,Gooding County,48.7,97,1.3,47.4
ID-049,Idaho County,41.6,84,0.8,40.8
ID-051,Jefferson County,42.5,71,0.4,42.1
ID-053,Jerome County,48.3,83,0.8,47.5
ID-055,Kootenai County,46.4,115,1.8,44.6
ID-057,Latah County,46.6,101,1.3,45.3
ID-059,Lemhi County,39.2,89,1,38.2
ID-061,Lewis County,45.6,88,0.7,44.9
ID-063,Lincoln County,46.2,88,1,45.2
ID-065,Madison County,42.4,93,1,41.4
ID-067,Minidoka County,45.7,73,0.5,45.2
ID-069,Nez Perce County,49,94,1,48
ID-071,Oneida County,45.3,70,0.4,44.9
ID-073,Owyhee County,47.5,87,0.7,46.8
ID-075,Payette County,51.4,94,1,50.4
ID-077,Power County,44.7,48,-0.1,44.8
ID-079,Shoshone County,42.9,96,1.1,41.8
ID-081,Teton County,39,61,0.4,38.6
ID-083,Twin Falls County,47.3,78,0.5,46.8
ID-085,Valley County,39.3,93,1.1,38.2
ID-087,Washington County,48.1,88,0.9,47.2
IL-001,Adams County,53.1,94,0.7,52.4
IL-003,Alexander County,58.6,114,1.8,56.8
IL-005,Bond County,55.4,108,1.4,54
IL-007,Boone County,49,107,1.8,47.2
IL-009,Brown County,52.6,80,0.4,52.2
IL-011,Bureau County,50.3,99,1.3,49
IL-013,Calhoun County,55,102,1.2,53.8
IL-015,Carroll County,49.1,106,1.8,47.3
IL-017,Cass County,52.9,87,0.7,52.2
